Orthogroup	Tgondii	Pfalciparum
OG0001573	TGME49_290610	PF3D7_1146100
OG0001574	TGME49_307830	PF3D7_0719000
OG0001575	TGME49_255880	PF3D7_1364000
OG0001576	TGME49_221190	PF3D7_0109200
OG0001577	TGME49_202190	PF3D7_1406100
OG0001578	TGME49_255410	PF3D7_1315500
OG0001579	TGME49_288930	PF3D7_1304000
OG0001580	TGME49_220490	PF3D7_1469300
OG0001581	TGME49_310770	PF3D7_0529100
OG0001582	TGME49_242680	PF3D7_0506100
OG0001583	TGME49_202360	PF3D7_1248100
OG0001584	TGME49_293660	PF3D7_1456200
OG0001585	TGME49_205670	PF3D7_1432900
OG0001586	TGME49_261510	PF3D7_1010800
OG0001587	TGME49_247330	PF3D7_1218200
OG0001588	TGME49_204350	PF3D7_0817100
OG0001589	TGME49_253480	PF3D7_1027600
OG0001590	TGME49_207120	PF3D7_1439300
OG0001591	TGME49_316770	PF3D7_0826400
OG0001592	TGME49_314810	PF3D7_0307200
OG0001593	TGME49_225380	PF3D7_1012100
OG0001594	TGME49_312090	PF3D7_1331800
OG0001595	TGME49_292010	PF3D7_0110800
OG0001596	TGME49_287980	PF3D7_0909700
OG0001597	TGME49_263020	PF3D7_0810100
OG0001598	TGME49_280600	PF3D7_1445100
OG0001599	TGME49_294220	PF3D7_1432800
OG0001600	TGME49_268830	PF3D7_0311800
OG0001601	TGME49_257310	PF3D7_1448700
OG0001602	TGME49_238390	PF3D7_1003000
OG0001603	TGME49_300320	PF3D7_1249900
OG0001604	TGME49_288720	PF3D7_1414300
OG0001605	TGME49_258610	PF3D7_1207500
OG0001606	TGME49_207990	PF3D7_1354300
OG0001607	TGME49_246740	PF3D7_1346000
OG0001608	TGME49_247740	PF3D7_1306300
OG0001609	TGME49_248480	PF3D7_0520000
OG0001610	TGME49_295690	PF3D7_0204900
OG0001611	TGME49_254230	PF3D7_1004900
OG0001612	TGME49_304710	PF3D7_0212300
OG0001613	TGME49_313120	PF3D7_1472700
OG0001614	TGME49_254030	PF3D7_1022900
OG0001615	TGME49_235490	PF3D7_1433100
OG0001616	TGME49_288910	PF3D7_1351100
OG0001617	TGME49_286710	PF3D7_1009400
OG0001618	TGME49_280440	PF3D7_0606200
OG0001619	TGME49_314042	PF3D7_1203600
OG0001620	TGME49_315690	PF3D7_1473200
OG0001621	TGME49_244290	PF3D7_0904100
OG0001622	TGME49_246670	PF3D7_1032700
OG0001623	TGME49_210690	PF3D7_1342000
OG0001624	TGME49_249530	PF3D7_0302900
OG0001625	TGME49_219710	PF3D7_0606600
OG0001626	TGME49_208040	PF3D7_1364600
OG0001627	TGME49_310720	PF3D7_1450500
OG0001628	TGME49_258940	PF3D7_1111500
OG0001629	TGME49_218850	PF3D7_1413400
OG0001630	TGME49_268670	PF3D7_0514500
OG0001631	TGME49_243600	PF3D7_0629000
OG0001632	TGME49_221490	PF3D7_0529500
OG0001633	TGME49_253730	PF3D7_0932800
OG0001634	TGME49_216240	PF3D7_1203300
OG0001635	TGME49_236550	PF3D7_1028800
OG0001636	TGME49_319312	PF3D7_0307900
OG0001637	TGME49_289560	PF3D7_0415500
OG0001638	TGME49_314270	PF3D7_0932400
OG0001639	TGME49_244020	PF3D7_0308500
OG0001640	TGME49_230230	PF3D7_0933900
OG0001641	TGME49_248250	PF3D7_1018500
OG0001642	TGME49_244370	PF3D7_1474600
OG0001643	TGME49_315130	PF3D7_1432700
OG0001644	TGME49_313960	PF3D7_0610000
OG0001645	TGME49_253070	PF3D7_0112000
OG0001646	TGME49_228180	PF3D7_1435000
OG0001647	TGME49_299210	PF3D7_1410200
OG0001648	TGME49_316100	PF3D7_0717400
OG0001649	TGME49_291330	PF3D7_0615700
OG0001650	TGME49_293800	PF3D7_1145600
OG0001651	TGME49_230060	PF3D7_1323300
OG0001652	TGME49_254400	PF3D7_1132700
OG0001653	TGME49_281510	PF3D7_0623900
OG0001654	TGME49_246570	PF3D7_0821200
OG0001655	TGME49_264820	PF3D7_1433300
OG0001656	TGME49_278280	PF3D7_1329300
OG0001657	TGME49_258020	PF3D7_1446900
OG0001658	TGME49_270650	PF3D7_1021600
OG0001659	TGME49_207800	PF3D7_1242500
OG0001660	TGME49_314860	PF3D7_0623600
OG0001661	TGME49_264170	PF3D7_0515600
OG0001662	TGME49_271460	PF3D7_0823400
OG0001663	TGME49_269410	PF3D7_1247200
OG0001664	TGME49_300000	PF3D7_1341300
OG0001665	TGME49_211710	PF3D7_1358700
OG0001666	TGME49_300040	PF3D7_1033900
OG0001667	TGME49_211600	PF3D7_1217400
OG0001668	TGME49_257040	PF3D7_0316700
OG0001669	TGME49_230670	PF3D7_1009700
OG0001670	TGME49_226020	PF3D7_0529200
OG0001671	TGME49_202790	PF3D7_1408900
OG0001672	TGME49_219240	PF3D7_0610500
OG0001673	TGME49_289900	PF3D7_0109500
OG0001674	TGME49_262720	PF3D7_1143400
OG0001675	TGME49_209580	PF3D7_1026200
OG0001676	TGME49_318690	PF3D7_1217200
OG0001677	TGME49_262100	PF3D7_1205600
OG0001678	TGME49_219750	PF3D7_1404100
OG0001679	TGME49_310470	PF3D7_1430900
OG0001680	TGME49_254340	PF3D7_0825300
OG0001681	TGME49_235730	PF3D7_1214000
OG0001682	TGME49_289140	PF3D7_1010000
OG0001683	TGME49_258390	PF3D7_0629200
OG0001684	TGME49_249310	PF3D7_1139900
OG0001685	TGME49_232230	PF3D7_1019400
OG0001686	TGME49_264090	PF3D7_0829000
OG0001687	TGME49_281380	PF3D7_1338700
OG0001688	TGME49_298630	PF3D7_1230200
OG0001689	TGME49_224260	PF3D7_1008100
OG0001690	TGME49_251760	PF3D7_0907700
OG0001691	TGME49_309010	PF3D7_0913400
OG0001692	TGME49_223450	PF3D7_0403500
OG0001693	TGME49_291620	PF3D7_0609300
OG0001694	TGME49_226560	PF3D7_1443800
OG0001695	TGME49_222930	PF3D7_1221700
OG0001696	TGME49_233330	PF3D7_1104600
OG0001697	TGME49_277070	PF3D7_1357500
OG0001698	TGME49_320005	PF3D7_1025700
OG0001699	TGME49_305290	PF3D7_0934500
OG0001700	TGME49_285530	PF3D7_0907800
OG0001701	TGME49_318420	PF3D7_0531200
OG0001702	TGME49_260680	PF3D7_1438700
OG0001703	TGME49_249790	PF3D7_0605200
OG0001704	TGME49_240650	PF3D7_0606700
OG0001705	TGME49_286610	PF3D7_1137500
OG0001706	TGME49_278230	PF3D7_1214300
OG0001707	TGME49_268740	PF3D7_0729600
OG0001708	TGME49_285770	PF3D7_1367200
OG0001709	TGME49_274160	PF3D7_1449600
OG0001710	TGME49_228220	PF3D7_0607100
OG0001711	TGME49_313570	PF3D7_1356600
OG0001712	TGME49_222380	PF3D7_0910100
OG0001713	TGME49_305020	PF3D7_0920200
OG0001714	TGME49_211350	PF3D7_0932100
OG0001715	TGME49_259990	PF3D7_0602600
OG0001716	TGME49_306590	PF3D7_0703100
OG0001717	TGME49_214560	PF3D7_1319400
OG0001718	TGME49_234280	PF3D7_1329400
OG0001719	TGME49_291160	PF3D7_0204400
OG0001720	TGME49_272770	PF3D7_0214400
OG0001721	TGME49_293050	PF3D7_0310700
OG0001722	TGME49_308890	PF3D7_1406200
OG0001723	TGME49_240970	PF3D7_1221800
OG0001724	TGME49_320120	PF3D7_1436900
OG0001725	TGME49_215940	PF3D7_1036800
OG0001726	TGME49_246000	PF3D7_1144100
OG0001727	TGME49_312410	PF3D7_1022100
OG0001728	TGME49_244350	PF3D7_0620700
OG0001729	TGME49_262380	PF3D7_1330600
OG0001730	TGME49_286920	PF3D7_1225200
OG0001731	TGME49_249590	PF3D7_0727400
OG0001732	TGME49_300310	PF3D7_1130400
OG0001733	TGME49_238180	PF3D7_1129200
OG0001734	TGME49_233140	PF3D7_1127100
OG0001735	TGME49_246060	PF3D7_1125300
OG0001736	TGME49_300380	PF3D7_1124000
OG0001737	TGME49_231430	PF3D7_1116600
OG0001738	TGME49_238250	PF3D7_1109900
OG0001739	TGME49_291140	PF3D7_1103800
OG0001740	TGME49_260260	PF3D7_1103100
OG0001741	TGME49_247270	PF3D7_1363800
OG0001742	TGME49_277000	PF3D7_1361100
OG0001743	TGME49_215560	PF3D7_1361000
OG0001744	TGME49_269700	PF3D7_1355700
OG0001745	TGME49_258530	PF3D7_1348700
OG0001746	TGME49_226480	PF3D7_1347100
OG0001747	TGME49_235470	PF3D7_1342600
OG0001748	TGME49_226730	PF3D7_1342100
OG0001749	TGME49_292220	PF3D7_1338100
OG0001750	TGME49_273960	PF3D7_1333000
OG0001751	TGME49_215420	PF3D7_1324700
OG0001752	TGME49_238010	PF3D7_1323400
OG0001753	TGME49_268910	PF3D7_1320400
OG0001754	TGME49_254600	PF3D7_1313000
OG0001755	TGME49_225990	PF3D7_1312000
OG0001756	TGME49_219790	PF3D7_1309300
OG0001757	TGME49_228210	PF3D7_1306400
OG0001758	TGME49_259200	PF3D7_1303500
OG0001759	TGME49_212910	PF3D7_0828000
OG0001760	TGME49_280490	PF3D7_0826500
OG0001761	TGME49_314790	PF3D7_0822300
OG0001762	TGME49_294670	PF3D7_0815600
OG0001763	TGME49_259550	PF3D7_0810800
OG0001764	TGME49_272280	PF3D7_0810300
OG0001765	TGME49_203940	PF3D7_0810200
OG0001766	TGME49_226870	PF3D7_0803700
OG0001767	TGME49_251510	PF3D7_0801700
OG0001768	TGME49_236200	PF3D7_0726300
OG0001769	TGME49_218250	PF3D7_0724200
OG0001770	TGME49_291810	PF3D7_1036700
OG0001771	TGME49_241860	PF3D7_1032400
OG0001772	TGME49_310440	PF3D7_1031200
OG0001773	TGME49_202310	PF3D7_1030600
OG0001774	TGME49_261220	PF3D7_1030000
OG0001775	TGME49_319530	PF3D7_1022400
OG0001776	TGME49_206610	PF3D7_1020800
OG0001777	TGME49_248850	PF3D7_1015300
OG0001778	TGME49_283850	PF3D7_1247400
OG0001779	TGME49_287160	PF3D7_1245100
OG0001780	TGME49_313350	PF3D7_1243800
OG0001781	TGME49_268250	PF3D7_1241100
OG0001782	TGME49_286590	PF3D7_1230300
OG0001783	TGME49_209140	PF3D7_1224500
OG0001784	TGME49_253780	PF3D7_1224000
OG0001785	TGME49_244560	PF3D7_1222300
OG0001786	TGME49_207930	PF3D7_1219700
OG0001787	TGME49_262520	PF3D7_1215200
OG0001788	TGME49_239690	PF3D7_1214400
OG0001789	TGME49_244580	PF3D7_1210000
OG0001790	TGME49_215390	PF3D7_1208600
OG0001791	TGME49_256050	PF3D7_1203200
OG0001792	TGME49_254260	PF3D7_1201800
OG0001793	TGME49_297960	PF3D7_0214900
OG0001794	TGME49_209820	PF3D7_0210700
OG0001795	TGME49_264080	PF3D7_0208500
OG0001796	TGME49_262070	PF3D7_0208200
OG0001797	TGME49_216820	PF3D7_0206200
OG0001798	TGME49_313410	PF3D7_0205900
OG0001799	TGME49_269430	PF3D7_0202700
OG0001800	TGME49_321300	PF3D7_1470000
OG0001801	TGME49_217160	PF3D7_1468500
OG0001802	TGME49_290930	PF3D7_1461500
OG0001803	TGME49_209430	PF3D7_1461200
OG0001804	TGME49_261600	PF3D7_1454400
OG0001805	TGME49_300240	PF3D7_1452500
OG0001806	TGME49_246970	PF3D7_1449700
OG0001807	TGME49_261610	PF3D7_1449400
OG0001808	TGME49_285272	PF3D7_1446800
OG0001809	TGME49_250340	PF3D7_1446600
OG0001810	TGME49_290670	PF3D7_1446200
OG0001811	TGME49_310430	PF3D7_1443900
OG0001812	TGME49_283780	PF3D7_1436000
OG0001813	TGME49_252220	PF3D7_1434300
OG0001814	TGME49_283720	PF3D7_1430100
OG0001815	TGME49_315560	PF3D7_1426500
OG0001816	TGME49_278975	PF3D7_1416200
OG0001817	TGME49_246600	PF3D7_1414500
OG0001818	TGME49_271970	PF3D7_1406800
OG0001819	TGME49_252490	PF3D7_1406700
OG0001820	TGME49_265205	PF3D7_1406500
OG0001821	TGME49_233760	PF3D7_0422800
OG0001822	TGME49_215060	PF3D7_0416800
OG0001823	TGME49_249260	PF3D7_0415300
OG0001824	TGME49_310010	PF3D7_0405900
OG0001825	TGME49_211730	PF3D7_0403900
OG0001826	TGME49_273520	PF3D7_0528200
OG0001827	TGME49_229180	PF3D7_0524000
OG0001828	TGME49_297140	PF3D7_0520300
OG0001829	TGME49_259620	PF3D7_0518800
OG0001830	TGME49_260600	PF3D7_0518700
OG0001831	TGME49_298020	PF3D7_0518500
OG0001832	TGME49_221670	PF3D7_0517400
OG0001833	TGME49_249850	PF3D7_0515700
OG0001834	TGME49_226800	PF3D7_0512200
OG0001835	TGME49_296010	PF3D7_0509800
OG0001836	TGME49_290240	PF3D7_0506800
OG0001837	TGME49_258680	PF3D7_0506200
OG0001838	TGME49_214610	PF3D7_0505100
OG0001839	TGME49_226810	PF3D7_0629700
OG0001840	TGME49_236970	PF3D7_0624600
OG0001841	TGME49_237140	PF3D7_0621200
OG0001842	TGME49_288500	PF3D7_0616800
OG0001843	TGME49_273460	PF3D7_0612100
OG0001844	TGME49_254620	PF3D7_0611700
OG0001845	TGME49_320700	PF3D7_0611200
OG0001846	TGME49_310820	PF3D7_0610100
OG0001847	TGME49_278850	PF3D7_0609800
OG0001848	TGME49_269110	PF3D7_0608800
OG0001849	TGME49_207910	PF3D7_0603500
OG0001850	TGME49_232730	PF3D7_0322300
OG0001851	TGME49_281990	PF3D7_0320500
OG0001852	TGME49_225260	PF3D7_0318200
OG0001853	TGME49_290730	PF3D7_0314000
OG0001854	TGME49_239752	PF3D7_0310400
OG0001855	TGME49_205010	PF3D7_0308900
OG0001856	TGME49_253440	PF3D7_0302100
OG0001857	TGME49_210787	PF3D7_0110200
OG0001858	TGME49_278060	PF3D7_0107800
OG0001859	TGME49_227420	PF3D7_0104400
OG0001860	TGME49_258950	PF3D7_0103900
OG0001861	TGME49_248630	PF3D7_0103800
OG0001862	TGME49_215740	PF3D7_1146000
OG0001863	TGME49_255370	PF3D7_1144700
OG0001864	TGME49_254370	PF3D7_1138400
OG0001865	TGME49_209870	PF3D7_0715000
OG0001866	TGME49_313930	PF3D7_0709000
OG0001867	TGME49_278900	PF3D7_0708300
OG0001868	TGME49_291980	PF3D7_0704600
OG0001869	TGME49_217670	PF3D7_0932600
OG0001870	TGME49_297970	PF3D7_0932300
OG0001871	TGME49_293690	PF3D7_0932200
OG0001872	TGME49_225550	PF3D7_0927900
OG0001873	TGME49_267330	PF3D7_0927300
OG0001874	TGME49_216560	PF3D7_0925200
OG0001875	TGME49_202920	PF3D7_0922400
OG0001876	TGME49_294880	PF3D7_0917100
OG0001877	TGME49_294610	PF3D7_0910000
OG0001878	TGME49_267400	PF3D7_0903900
OG0001879	TGME49_218590	PF3D7_1135100
OG0001880	TGME49_264650	PF3D7_1130000
OG0001881	TGME49_229690	PF3D7_1126100
OG0001882	TGME49_265220	PF3D7_1124700
OG0001883	TGME49_228750	PF3D7_1123100
OG0001884	TGME49_218720	PF3D7_1122800
OG0001885	TGME49_297060	PF3D7_1120100
OG0001886	TGME49_216080	PF3D7_1115200
OG0001887	TGME49_242660	PF3D7_1110500
OG0001888	TGME49_273870	PF3D7_1104200
OG0001889	TGME49_319300	PF3D7_1369000
OG0001890	TGME49_247460	PF3D7_1361900
OG0001891	TGME49_217500	PF3D7_1359200
OG0001892	TGME49_314830	PF3D7_1355800
OG0001893	TGME49_205710	PF3D7_1350100
OG0001894	TGME49_313140	PF3D7_1345700
OG0001895	TGME49_226830	PF3D7_1344200
OG0001896	TGME49_318480	PF3D7_1343400
OG0001897	TGME49_242720	PF3D7_1323500
OG0001898	TGME49_239490	PF3D7_1312600
OG0001899	TGME49_277500	PF3D7_1311500
OG0001900	TGME49_289770	PF3D7_1311400
OG0001901	TGME49_290180	PF3D7_1305200
OG0001902	TGME49_222410	PF3D7_0824700
OG0001903	TGME49_246530	PF3D7_0820200
OG0001904	TGME49_280800	PF3D7_0820000
OG0001905	TGME49_230140	PF3D7_0815800
OG0001906	TGME49_205740	PF3D7_0811200
OG0001907	TGME49_307010	PF3D7_0809900
OG0001908	TGME49_236130	PF3D7_0729000
OG0001909	TGME49_280750	PF3D7_1037700
OG0001910	TGME49_275480	PF3D7_1033600
OG0001911	TGME49_246730	PF3D7_1028300
OG0001912	TGME49_258240	PF3D7_1023900
OG0001913	TGME49_254120	PF3D7_1019900
OG0001914	TGME49_230450	PF3D7_1012600
OG0001915	TGME49_281420	PF3D7_1008000
OG0001916	TGME49_208500	PF3D7_1249300
OG0001917	TGME49_225310	PF3D7_1244600
OG0001918	TGME49_202380	PF3D7_1242800
OG0001919	TGME49_210960	PF3D7_1241700
OG0001920	TGME49_315190	PF3D7_1238900
OG0001921	TGME49_239410	PF3D7_1235300
OG0001922	TGME49_206470	PF3D7_1232200
OG0001923	TGME49_210830	PF3D7_1230900
OG0001924	TGME49_201700	PF3D7_1230700
OG0001925	TGME49_272230	PF3D7_1230400
OG0001926	TGME49_223940	PF3D7_1222700
OG0001927	TGME49_219850	PF3D7_1213800
OG0001928	TGME49_310100	PF3D7_1210900
OG0001929	TGME49_315170	PF3D7_1205100
OG0001930	TGME49_283900	PF3D7_1203000
OG0001931	TGME49_311400	PF3D7_0214100
OG0001932	TGME49_255690	PF3D7_0209300
OG0001933	TGME49_202230	PF3D7_1472200
OG0001934	TGME49_254770	PF3D7_1469200
OG0001935	TGME49_310950	PF3D7_1466400
OG0001936	TGME49_260250	PF3D7_1463700
OG0001937	TGME49_279440	PF3D7_1451600
OG0001938	TGME49_267360	PF3D7_1451400
OG0001939	TGME49_233930	PF3D7_1443500
OG0001940	TGME49_204280	PF3D7_1443000
OG0001941	TGME49_249240	PF3D7_1434200
OG0001942	TGME49_305750	PF3D7_1423000
OG0001943	TGME49_256990	PF3D7_1420400
OG0001944	TGME49_307650	PF3D7_1415000
OG0001945	TGME49_310700	PF3D7_1414400
OG0001946	TGME49_209160	PF3D7_1412800
OG0001947	TGME49_273990	PF3D7_1405500
OG0001948	TGME49_227960	PF3D7_1402300
OG0001949	TGME49_203420	PF3D7_0420200
OG0001950	TGME49_311090	PF3D7_0527200
OG0001951	TGME49_216730	PF3D7_0527000
OG0001952	TGME49_222860	PF3D7_0517700
OG0001953	TGME49_219260	PF3D7_0516100
OG0001954	TGME49_234360	PF3D7_0510500
OG0001955	TGME49_267500	PF3D7_0510300
OG0001956	TGME49_221660	PF3D7_0508700
OG0001957	TGME49_258980	PF3D7_0507600
OG0001958	TGME49_233000	PF3D7_0610900
OG0001959	TGME49_210280	PF3D7_0605300
OG0001960	TGME49_210750	PF3D7_0603700
OG0001961	TGME49_217220	PF3D7_0603400
OG0001962	TGME49_230520	PF3D7_0322000
OG0001963	TGME49_244600	PF3D7_0316000
OG0001964	TGME49_243710	PF3D7_0306800
OG0001965	TGME49_210800	PF3D7_0306200
OG0001966	TGME49_319920	PF3D7_0303700
OG0001967	TGME49_258410	PF3D7_0109000
OG0001968	TGME49_230420	PF3D7_0106300
OG0001969	TGME49_281950	PF3D7_1144600
OG0001970	TGME49_216220	PF3D7_1143100
OG0001971	TGME49_223020	PF3D7_1142400
OG0001972	TGME49_293220	PF3D7_0932500
OG0001973	TGME49_269800	PF3D7_0926700
OG0001974	TGME49_219630	PF3D7_0923200
OG0001975	TGME49_318230	PF3D7_0922500
OG0001976	TGME49_228190	PF3D7_0918300
OG0001977	TGME49_289780	PF3D7_0907400
OG0001978	TGME49_235020	PF3D7_0905900
OG0001979	TGME49_249270	PF3D7_1134100
OG0001980	TGME49_278530	PF3D7_1128200
OG0001981	TGME49_289250	PF3D7_1116300
OG0001982	TGME49_217870	PF3D7_1115900
OG0001983	TGME49_262000	PF3D7_1115500
OG0001984	TGME49_219280	PF3D7_1110700
OG0001985	TGME49_218810	PF3D7_1108200
OG0001986	TGME49_216790	PF3D7_1368200
OG0001987	TGME49_207680	PF3D7_1367000
OG0001988	TGME49_213930	PF3D7_1364500
OG0001989	TGME49_269770	PF3D7_1357700
OG0001990	TGME49_219860	PF3D7_1355100
OG0001991	TGME49_279450	PF3D7_1354500
OG0001992	TGME49_249190	PF3D7_1350900
OG0001993	TGME49_253550	PF3D7_1347000
OG0001994	TGME49_295990	PF3D7_1345500
OG0001995	TGME49_288680	PF3D7_1332600
OG0001996	TGME49_226600	PF3D7_1332000
OG0001997	TGME49_258832	PF3D7_1323800
OG0001998	TGME49_207460	PF3D7_1310600
OG0001999	TGME49_284540	PF3D7_1310000
OG0002000	TGME49_259230	PF3D7_1308800
OG0002001	TGME49_215260	PF3D7_1308200
OG0002002	TGME49_208580	PF3D7_1304100
OG0002003	TGME49_255970	PF3D7_0827800
OG0002004	TGME49_278550	PF3D7_0827100
OG0002005	TGME49_219150	PF3D7_0825500
OG0002006	TGME49_313980	PF3D7_0821500
OG0002007	TGME49_298970	PF3D7_0819900
OG0002008	TGME49_310380	PF3D7_0818800
OG0002009	TGME49_254690	PF3D7_0818600
OG0002010	TGME49_221380	PF3D7_0814200
OG0002011	TGME49_310760	PF3D7_0810500
OG0002012	TGME49_285760	PF3D7_0804800
OG0002013	TGME49_295320	PF3D7_0801500
OG0002014	TGME49_216480	PF3D7_0729300
OG0002015	TGME49_263580	PF3D7_1033700
OG0002016	TGME49_226825	PF3D7_1031700
OG0002017	TGME49_311410	PF3D7_1027100
OG0002018	TGME49_240550	PF3D7_1025600
OG0002019	TGME49_217050	PF3D7_1014600
OG0002020	TGME49_214200	PF3D7_1013100
OG0002021	TGME49_260820	PF3D7_1011000
OG0002022	TGME49_205510	PF3D7_1008800
OG0002023	TGME49_308050	PF3D7_1006600
OG0002024	TGME49_257680	PF3D7_1246400
OG0002025	TGME49_247930	PF3D7_1243000
OG0002026	TGME49_289550	PF3D7_1237600
OG0002027	TGME49_234190	PF3D7_1235600
OG0002028	TGME49_273380	PF3D7_1227200
OG0002029	TGME49_320110	PF3D7_1226600
OG0002030	TGME49_305010	PF3D7_1224900
OG0002031	TGME49_221330	PF3D7_1223300
OG0002032	TGME49_268280	PF3D7_1220900
OG0002033	TGME49_310000	PF3D7_1215900
OG0002034	TGME49_287270	PF3D7_1212100
OG0002035	TGME49_219820	PF3D7_1211800
OG0002036	TGME49_286560	PF3D7_1209200
OG0002037	TGME49_292020	PF3D7_1208200
OG0002038	TGME49_203950	PF3D7_1205800
OG0002039	TGME49_237110	PF3D7_0218000
OG0002040	TGME49_232970	PF3D7_0215800
OG0002041	TGME49_287500	PF3D7_0214000
OG0002042	TGME49_268560	PF3D7_0206000
OG0002043	TGME49_316540	PF3D7_1460600
OG0002044	TGME49_263470	PF3D7_1460400
OG0002045	TGME49_237150	PF3D7_1457000
OG0002046	TGME49_248670	PF3D7_1456800
OG0002047	TGME49_305760	PF3D7_1451300
OG0002048	TGME49_273360	PF3D7_1447900
OG0002049	TGME49_224480	PF3D7_1445400
OG0002050	TGME49_311240	PF3D7_1437900
OG0002051	TGME49_286640	PF3D7_1435800
OG0002052	TGME49_312220	PF3D7_1434700
OG0002053	TGME49_312230	PF3D7_1433500
OG0002054	TGME49_278270	PF3D7_1433000
OG0002055	TGME49_245680	PF3D7_1426000
OG0002056	TGME49_214970	PF3D7_1417800
OG0002057	TGME49_247648	PF3D7_1405200
OG0002058	TGME49_316450	PF3D7_1403700
OG0002059	TGME49_212290	PF3D7_0422400
OG0002060	TGME49_227260	PF3D7_0420100
OG0002061	TGME49_293380	PF3D7_0416400
OG0002062	TGME49_229950	PF3D7_0413600
OG0002063	TGME49_244100	PF3D7_0409100
OG0002064	TGME49_281630	PF3D7_0406400
OG0002065	TGME49_270560	PF3D7_0528700
OG0002066	TGME49_217590	PF3D7_0522500
OG0002067	TGME49_204020	PF3D7_0516900
OG0002068	TGME49_278930	PF3D7_0514000
OG0002069	TGME49_244880	PF3D7_0509400
OG0002070	TGME49_248640	PF3D7_0508500
OG0002071	TGME49_261070	PF3D7_0508300
OG0002072	TGME49_314400	PF3D7_0504600
OG0002073	TGME49_220400	PF3D7_0503400
OG0002074	TGME49_214290	PF3D7_0627500
OG0002075	TGME49_293590	PF3D7_0626300
OG0002076	TGME49_218280	PF3D7_0617000
OG0002077	TGME49_242610	PF3D7_0608000
OG0002078	TGME49_289940	PF3D7_0607300
OG0002079	TGME49_309380	PF3D7_0316500
OG0002080	TGME49_235890	PF3D7_0309000
OG0002081	TGME49_289180	PF3D7_0303600
OG0002082	TGME49_293730	PF3D7_0303400
OG0002083	TGME49_230490	PF3D7_0110600
OG0002084	TGME49_305940	PF3D7_0930600
OG0002085	TGME49_221950	PF3D7_0924700
OG0002086	TGME49_294902	PF3D7_0923600
OG0002087	TGME49_251600	PF3D7_0921800
OG0002088	TGME49_232590	PF3D7_0918900
OG0002089	TGME49_219320	PF3D7_0918000
OG0002090	TGME49_311720	PF3D7_0917900
OG0002091	TGME49_234670	PF3D7_0910700
OG0002092	TGME49_297390	PF3D7_0905600
OG0002093	TGME49_248880	PF3D7_0903200
OG0002094	TGME49_291300	PF3D7_0903100
OG0002095	TGME49_251780	PF3D7_1134000
OG0002096	TGME49_227830	PF3D7_1125400
OG0002097	TGME49_318710	PF3D7_1121700
OG0002098	TGME49_236910	PF3D7_1119300
OG0002099	TGME49_275980	PF3D7_1112200
OG0002100	TGME49_305310	PF3D7_1368800
OG0002101	TGME49_212100	PF3D7_1365400
OG0002102	TGME49_288210	PF3D7_1363400
OG0002103	TGME49_278640	PF3D7_1360700
OG0002104	TGME49_270380	PF3D7_1358800
OG0002105	TGME49_218220	PF3D7_1356900
OG0002106	TGME49_214150	PF3D7_1356200
OG0002107	TGME49_233940	PF3D7_1347800
OG0002108	TGME49_269980	PF3D7_1346100
OG0002109	TGME49_288360	PF3D7_1336900
OG0002110	TGME49_227020	PF3D7_1328800
OG0002111	TGME49_257770	PF3D7_1322100
OG0002112	TGME49_294360	PF3D7_1317000
OG0002113	TGME49_216930	PF3D7_1316600
OG0002114	TGME49_306220	PF3D7_1316500
OG0002115	TGME49_271820	PF3D7_1314600
OG0002116	TGME49_312400	PF3D7_1307000
OG0002117	TGME49_272630	PF3D7_0829300
OG0002118	TGME49_216880	PF3D7_0826700
OG0002119	TGME49_224235	PF3D7_0825200
OG0002120	TGME49_263090	PF3D7_0818200
OG0002121	TGME49_311470	PF3D7_0817700
OG0002122	TGME49_305980	PF3D7_0815900
OG0002123	TGME49_238940	PF3D7_0813800
OG0002124	TGME49_251880	PF3D7_0807900
OG0002125	TGME49_313190	PF3D7_0807300
OG0002126	TGME49_270865	PF3D7_0802600
OG0002127	TGME49_286630	PF3D7_0729200
OG0002128	TGME49_211090	PF3D7_0727200
OG0002129	TGME49_283590	PF3D7_0726900
OG0002130	TGME49_305870	PF3D7_0726800
OG0002131	TGME49_268640	PF3D7_0722600
OG0002132	TGME49_203610	PF3D7_0720000
OG0002133	TGME49_266060	PF3D7_1026800
OG0002134	TGME49_262430	PF3D7_1022800
OG0002135	TGME49_285940	PF3D7_1014200
OG0002136	TGME49_286220	PF3D7_1014000
OG0002137	TGME49_224530	PF3D7_1003600
OG0002138	TGME49_209030	PF3D7_1246200
OG0002139	TGME49_258720	PF3D7_1237800
OG0002140	TGME49_205440	PF3D7_1229500
OG0002141	TGME49_239120	PF3D7_1228100
OG0002142	TGME49_265410	PF3D7_1220100
OG0002143	TGME49_224920	PF3D7_1214100
OG0002144	TGME49_264640	PF3D7_1212900
OG0002145	TGME49_256980	PF3D7_1212500
OG0002146	TGME49_278660	PF3D7_1211900
OG0002147	TGME49_204060	PF3D7_1210100
OG0002148	TGME49_263740	PF3D7_1209900
OG0002149	TGME49_313280	PF3D7_1209400
OG0002150	TGME49_294620	PF3D7_1206200
OG0002151	TGME49_305860	PF3D7_0217500
OG0002152	TGME49_271060	PF3D7_0216400
OG0002153	TGME49_258210	PF3D7_0215700
OG0002154	TGME49_239130	PF3D7_0211700
