Orthogroup	Pfalciparum	Tgondii
OG0001573	PF3D7_1146100	TGME49_290610
OG0001574	PF3D7_0719000	TGME49_307830
OG0001575	PF3D7_1364000	TGME49_255880
OG0001576	PF3D7_0109200	TGME49_221190
OG0001577	PF3D7_1406100	TGME49_202190
OG0001578	PF3D7_1315500	TGME49_255410
OG0001579	PF3D7_1304000	TGME49_288930
OG0001580	PF3D7_1469300	TGME49_220490
OG0001581	PF3D7_0529100	TGME49_310770
OG0001582	PF3D7_0506100	TGME49_242680
OG0001583	PF3D7_1248100	TGME49_202360
OG0001584	PF3D7_1456200	TGME49_293660
OG0001585	PF3D7_1432900	TGME49_205670
OG0001586	PF3D7_1010800	TGME49_261510
OG0001587	PF3D7_1218200	TGME49_247330
OG0001588	PF3D7_0817100	TGME49_204350
OG0001589	PF3D7_1027600	TGME49_253480
OG0001590	PF3D7_1439300	TGME49_207120
OG0001591	PF3D7_0826400	TGME49_316770
OG0001592	PF3D7_0307200	TGME49_314810
OG0001593	PF3D7_1012100	TGME49_225380
OG0001594	PF3D7_1331800	TGME49_312090
OG0001595	PF3D7_0110800	TGME49_292010
OG0001596	PF3D7_0909700	TGME49_287980
OG0001597	PF3D7_0810100	TGME49_263020
OG0001598	PF3D7_1445100	TGME49_280600
OG0001599	PF3D7_1432800	TGME49_294220
OG0001600	PF3D7_0311800	TGME49_268830
OG0001601	PF3D7_1448700	TGME49_257310
OG0001602	PF3D7_1003000	TGME49_238390
OG0001603	PF3D7_1249900	TGME49_300320
OG0001604	PF3D7_1414300	TGME49_288720
OG0001605	PF3D7_1207500	TGME49_258610
OG0001606	PF3D7_1354300	TGME49_207990
OG0001607	PF3D7_1346000	TGME49_246740
OG0001608	PF3D7_1306300	TGME49_247740
OG0001609	PF3D7_0520000	TGME49_248480
OG0001610	PF3D7_0204900	TGME49_295690
OG0001611	PF3D7_1004900	TGME49_254230
OG0001612	PF3D7_0212300	TGME49_304710
OG0001613	PF3D7_1472700	TGME49_313120
OG0001614	PF3D7_1022900	TGME49_254030
OG0001615	PF3D7_1433100	TGME49_235490
OG0001616	PF3D7_1351100	TGME49_288910
OG0001617	PF3D7_1009400	TGME49_286710
OG0001618	PF3D7_0606200	TGME49_280440
OG0001619	PF3D7_1203600	TGME49_314042
OG0001620	PF3D7_1473200	TGME49_315690
OG0001621	PF3D7_0904100	TGME49_244290
OG0001622	PF3D7_1032700	TGME49_246670
OG0001623	PF3D7_1342000	TGME49_210690
OG0001624	PF3D7_0302900	TGME49_249530
OG0001625	PF3D7_0606600	TGME49_219710
OG0001626	PF3D7_1364600	TGME49_208040
OG0001627	PF3D7_1450500	TGME49_310720
OG0001628	PF3D7_1111500	TGME49_258940
OG0001629	PF3D7_1413400	TGME49_218850
OG0001630	PF3D7_0514500	TGME49_268670
OG0001631	PF3D7_0629000	TGME49_243600
OG0001632	PF3D7_0529500	TGME49_221490
OG0001633	PF3D7_0932800	TGME49_253730
OG0001634	PF3D7_1203300	TGME49_216240
OG0001635	PF3D7_1028800	TGME49_236550
OG0001636	PF3D7_0307900	TGME49_319312
OG0001637	PF3D7_0415500	TGME49_289560
OG0001638	PF3D7_0932400	TGME49_314270
OG0001639	PF3D7_0308500	TGME49_244020
OG0001640	PF3D7_0933900	TGME49_230230
OG0001641	PF3D7_1018500	TGME49_248250
OG0001642	PF3D7_1474600	TGME49_244370
OG0001643	PF3D7_1432700	TGME49_315130
OG0001644	PF3D7_0610000	TGME49_313960
OG0001645	PF3D7_0112000	TGME49_253070
OG0001646	PF3D7_1435000	TGME49_228180
OG0001647	PF3D7_1410200	TGME49_299210
OG0001648	PF3D7_0717400	TGME49_316100
OG0001649	PF3D7_0615700	TGME49_291330
OG0001650	PF3D7_1145600	TGME49_293800
OG0001651	PF3D7_1323300	TGME49_230060
OG0001652	PF3D7_1132700	TGME49_254400
OG0001653	PF3D7_0623900	TGME49_281510
OG0001654	PF3D7_0821200	TGME49_246570
OG0001655	PF3D7_1433300	TGME49_264820
OG0001656	PF3D7_1329300	TGME49_278280
OG0001657	PF3D7_1446900	TGME49_258020
OG0001658	PF3D7_1021600	TGME49_270650
OG0001659	PF3D7_1242500	TGME49_207800
OG0001660	PF3D7_0623600	TGME49_314860
OG0001661	PF3D7_0515600	TGME49_264170
OG0001662	PF3D7_0823400	TGME49_271460
OG0001663	PF3D7_1247200	TGME49_269410
OG0001664	PF3D7_1341300	TGME49_300000
OG0001665	PF3D7_1358700	TGME49_211710
OG0001666	PF3D7_1033900	TGME49_300040
OG0001667	PF3D7_1217400	TGME49_211600
OG0001668	PF3D7_0316700	TGME49_257040
OG0001669	PF3D7_1009700	TGME49_230670
OG0001670	PF3D7_0529200	TGME49_226020
OG0001671	PF3D7_1408900	TGME49_202790
OG0001672	PF3D7_0610500	TGME49_219240
OG0001673	PF3D7_0109500	TGME49_289900
OG0001674	PF3D7_1143400	TGME49_262720
OG0001675	PF3D7_1026200	TGME49_209580
OG0001676	PF3D7_1217200	TGME49_318690
OG0001677	PF3D7_1205600	TGME49_262100
OG0001678	PF3D7_1404100	TGME49_219750
OG0001679	PF3D7_1430900	TGME49_310470
OG0001680	PF3D7_0825300	TGME49_254340
OG0001681	PF3D7_1214000	TGME49_235730
OG0001682	PF3D7_1010000	TGME49_289140
OG0001683	PF3D7_0629200	TGME49_258390
OG0001684	PF3D7_1139900	TGME49_249310
OG0001685	PF3D7_1019400	TGME49_232230
OG0001686	PF3D7_0829000	TGME49_264090
OG0001687	PF3D7_1338700	TGME49_281380
OG0001688	PF3D7_1230200	TGME49_298630
OG0001689	PF3D7_1008100	TGME49_224260
OG0001690	PF3D7_0907700	TGME49_251760
OG0001691	PF3D7_0913400	TGME49_309010
OG0001692	PF3D7_0403500	TGME49_223450
OG0001693	PF3D7_0609300	TGME49_291620
OG0001694	PF3D7_1443800	TGME49_226560
OG0001695	PF3D7_1221700	TGME49_222930
OG0001696	PF3D7_1104600	TGME49_233330
OG0001697	PF3D7_1357500	TGME49_277070
OG0001698	PF3D7_1025700	TGME49_320005
OG0001699	PF3D7_0934500	TGME49_305290
OG0001700	PF3D7_0907800	TGME49_285530
OG0001701	PF3D7_0531200	TGME49_318420
OG0001702	PF3D7_1438700	TGME49_260680
OG0001703	PF3D7_0605200	TGME49_249790
OG0001704	PF3D7_0606700	TGME49_240650
OG0001705	PF3D7_1137500	TGME49_286610
OG0001706	PF3D7_1214300	TGME49_278230
OG0001707	PF3D7_0729600	TGME49_268740
OG0001708	PF3D7_1367200	TGME49_285770
OG0001709	PF3D7_1449600	TGME49_274160
OG0001710	PF3D7_0607100	TGME49_228220
OG0001711	PF3D7_1356600	TGME49_313570
OG0001712	PF3D7_0910100	TGME49_222380
OG0001713	PF3D7_0920200	TGME49_305020
OG0001714	PF3D7_0932100	TGME49_211350
OG0001715	PF3D7_0602600	TGME49_259990
OG0001716	PF3D7_0703100	TGME49_306590
OG0001717	PF3D7_1319400	TGME49_214560
OG0001718	PF3D7_1329400	TGME49_234280
OG0001719	PF3D7_0204400	TGME49_291160
OG0001720	PF3D7_0214400	TGME49_272770
OG0001721	PF3D7_0310700	TGME49_293050
OG0001722	PF3D7_1406200	TGME49_308890
OG0001723	PF3D7_1221800	TGME49_240970
OG0001724	PF3D7_1436900	TGME49_320120
OG0001725	PF3D7_1036800	TGME49_215940
OG0001726	PF3D7_1144100	TGME49_246000
OG0001727	PF3D7_1022100	TGME49_312410
OG0001728	PF3D7_0620700	TGME49_244350
OG0001729	PF3D7_1330600	TGME49_262380
OG0001730	PF3D7_1225200	TGME49_286920
OG0001731	PF3D7_0727400	TGME49_249590
OG0001732	PF3D7_1130400	TGME49_300310
OG0001733	PF3D7_1129200	TGME49_238180
OG0001734	PF3D7_1127100	TGME49_233140
OG0001735	PF3D7_1125300	TGME49_246060
OG0001736	PF3D7_1124000	TGME49_300380
OG0001737	PF3D7_1116600	TGME49_231430
OG0001738	PF3D7_1109900	TGME49_238250
OG0001739	PF3D7_1103800	TGME49_291140
OG0001740	PF3D7_1103100	TGME49_260260
OG0001741	PF3D7_1363800	TGME49_247270
OG0001742	PF3D7_1361100	TGME49_277000
OG0001743	PF3D7_1361000	TGME49_215560
OG0001744	PF3D7_1355700	TGME49_269700
OG0001745	PF3D7_1348700	TGME49_258530
OG0001746	PF3D7_1347100	TGME49_226480
OG0001747	PF3D7_1342600	TGME49_235470
OG0001748	PF3D7_1342100	TGME49_226730
OG0001749	PF3D7_1338100	TGME49_292220
OG0001750	PF3D7_1333000	TGME49_273960
OG0001751	PF3D7_1324700	TGME49_215420
OG0001752	PF3D7_1323400	TGME49_238010
OG0001753	PF3D7_1320400	TGME49_268910
OG0001754	PF3D7_1313000	TGME49_254600
OG0001755	PF3D7_1312000	TGME49_225990
OG0001756	PF3D7_1309300	TGME49_219790
OG0001757	PF3D7_1306400	TGME49_228210
OG0001758	PF3D7_1303500	TGME49_259200
OG0001759	PF3D7_0828000	TGME49_212910
OG0001760	PF3D7_0826500	TGME49_280490
OG0001761	PF3D7_0822300	TGME49_314790
OG0001762	PF3D7_0815600	TGME49_294670
OG0001763	PF3D7_0810800	TGME49_259550
OG0001764	PF3D7_0810300	TGME49_272280
OG0001765	PF3D7_0810200	TGME49_203940
OG0001766	PF3D7_0803700	TGME49_226870
OG0001767	PF3D7_0801700	TGME49_251510
OG0001768	PF3D7_0726300	TGME49_236200
OG0001769	PF3D7_0724200	TGME49_218250
OG0001770	PF3D7_1036700	TGME49_291810
OG0001771	PF3D7_1032400	TGME49_241860
OG0001772	PF3D7_1031200	TGME49_310440
OG0001773	PF3D7_1030600	TGME49_202310
OG0001774	PF3D7_1030000	TGME49_261220
OG0001775	PF3D7_1022400	TGME49_319530
OG0001776	PF3D7_1020800	TGME49_206610
OG0001777	PF3D7_1015300	TGME49_248850
OG0001778	PF3D7_1247400	TGME49_283850
OG0001779	PF3D7_1245100	TGME49_287160
OG0001780	PF3D7_1243800	TGME49_313350
OG0001781	PF3D7_1241100	TGME49_268250
OG0001782	PF3D7_1230300	TGME49_286590
OG0001783	PF3D7_1224500	TGME49_209140
OG0001784	PF3D7_1224000	TGME49_253780
OG0001785	PF3D7_1222300	TGME49_244560
OG0001786	PF3D7_1219700	TGME49_207930
OG0001787	PF3D7_1215200	TGME49_262520
OG0001788	PF3D7_1214400	TGME49_239690
OG0001789	PF3D7_1210000	TGME49_244580
OG0001790	PF3D7_1208600	TGME49_215390
OG0001791	PF3D7_1203200	TGME49_256050
OG0001792	PF3D7_1201800	TGME49_254260
OG0001793	PF3D7_0214900	TGME49_297960
OG0001794	PF3D7_0210700	TGME49_209820
OG0001795	PF3D7_0208500	TGME49_264080
OG0001796	PF3D7_0208200	TGME49_262070
OG0001797	PF3D7_0206200	TGME49_216820
OG0001798	PF3D7_0205900	TGME49_313410
OG0001799	PF3D7_0202700	TGME49_269430
OG0001800	PF3D7_1470000	TGME49_321300
OG0001801	PF3D7_1468500	TGME49_217160
OG0001802	PF3D7_1461500	TGME49_290930
OG0001803	PF3D7_1461200	TGME49_209430
OG0001804	PF3D7_1454400	TGME49_261600
OG0001805	PF3D7_1452500	TGME49_300240
OG0001806	PF3D7_1449700	TGME49_246970
OG0001807	PF3D7_1449400	TGME49_261610
OG0001808	PF3D7_1446800	TGME49_285272
OG0001809	PF3D7_1446600	TGME49_250340
OG0001810	PF3D7_1446200	TGME49_290670
OG0001811	PF3D7_1443900	TGME49_310430
OG0001812	PF3D7_1436000	TGME49_283780
OG0001813	PF3D7_1434300	TGME49_252220
OG0001814	PF3D7_1430100	TGME49_283720
OG0001815	PF3D7_1426500	TGME49_315560
OG0001816	PF3D7_1416200	TGME49_278975
OG0001817	PF3D7_1414500	TGME49_246600
OG0001818	PF3D7_1406800	TGME49_271970
OG0001819	PF3D7_1406700	TGME49_252490
OG0001820	PF3D7_1406500	TGME49_265205
OG0001821	PF3D7_0422800	TGME49_233760
OG0001822	PF3D7_0416800	TGME49_215060
OG0001823	PF3D7_0415300	TGME49_249260
OG0001824	PF3D7_0405900	TGME49_310010
OG0001825	PF3D7_0403900	TGME49_211730
OG0001826	PF3D7_0528200	TGME49_273520
OG0001827	PF3D7_0524000	TGME49_229180
OG0001828	PF3D7_0520300	TGME49_297140
OG0001829	PF3D7_0518800	TGME49_259620
OG0001830	PF3D7_0518700	TGME49_260600
OG0001831	PF3D7_0518500	TGME49_298020
OG0001832	PF3D7_0517400	TGME49_221670
OG0001833	PF3D7_0515700	TGME49_249850
OG0001834	PF3D7_0512200	TGME49_226800
OG0001835	PF3D7_0509800	TGME49_296010
OG0001836	PF3D7_0506800	TGME49_290240
OG0001837	PF3D7_0506200	TGME49_258680
OG0001838	PF3D7_0505100	TGME49_214610
OG0001839	PF3D7_0629700	TGME49_226810
OG0001840	PF3D7_0624600	TGME49_236970
OG0001841	PF3D7_0621200	TGME49_237140
OG0001842	PF3D7_0616800	TGME49_288500
OG0001843	PF3D7_0612100	TGME49_273460
OG0001844	PF3D7_0611700	TGME49_254620
OG0001845	PF3D7_0611200	TGME49_320700
OG0001846	PF3D7_0610100	TGME49_310820
OG0001847	PF3D7_0609800	TGME49_278850
OG0001848	PF3D7_0608800	TGME49_269110
OG0001849	PF3D7_0603500	TGME49_207910
OG0001850	PF3D7_0322300	TGME49_232730
OG0001851	PF3D7_0320500	TGME49_281990
OG0001852	PF3D7_0318200	TGME49_225260
OG0001853	PF3D7_0314000	TGME49_290730
OG0001854	PF3D7_0310400	TGME49_239752
OG0001855	PF3D7_0308900	TGME49_205010
OG0001856	PF3D7_0302100	TGME49_253440
OG0001857	PF3D7_0110200	TGME49_210787
OG0001858	PF3D7_0107800	TGME49_278060
OG0001859	PF3D7_0104400	TGME49_227420
OG0001860	PF3D7_0103900	TGME49_258950
OG0001861	PF3D7_0103800	TGME49_248630
OG0001862	PF3D7_1146000	TGME49_215740
OG0001863	PF3D7_1144700	TGME49_255370
OG0001864	PF3D7_1138400	TGME49_254370
OG0001865	PF3D7_0715000	TGME49_209870
OG0001866	PF3D7_0709000	TGME49_313930
OG0001867	PF3D7_0708300	TGME49_278900
OG0001868	PF3D7_0704600	TGME49_291980
OG0001869	PF3D7_0932600	TGME49_217670
OG0001870	PF3D7_0932300	TGME49_297970
OG0001871	PF3D7_0932200	TGME49_293690
OG0001872	PF3D7_0927900	TGME49_225550
OG0001873	PF3D7_0927300	TGME49_267330
OG0001874	PF3D7_0925200	TGME49_216560
OG0001875	PF3D7_0922400	TGME49_202920
OG0001876	PF3D7_0917100	TGME49_294880
OG0001877	PF3D7_0910000	TGME49_294610
OG0001878	PF3D7_0903900	TGME49_267400
OG0001879	PF3D7_1135100	TGME49_218590
OG0001880	PF3D7_1130000	TGME49_264650
OG0001881	PF3D7_1126100	TGME49_229690
OG0001882	PF3D7_1124700	TGME49_265220
OG0001883	PF3D7_1123100	TGME49_228750
OG0001884	PF3D7_1122800	TGME49_218720
OG0001885	PF3D7_1120100	TGME49_297060
OG0001886	PF3D7_1115200	TGME49_216080
OG0001887	PF3D7_1110500	TGME49_242660
OG0001888	PF3D7_1104200	TGME49_273870
OG0001889	PF3D7_1369000	TGME49_319300
OG0001890	PF3D7_1361900	TGME49_247460
OG0001891	PF3D7_1359200	TGME49_217500
OG0001892	PF3D7_1355800	TGME49_314830
OG0001893	PF3D7_1350100	TGME49_205710
OG0001894	PF3D7_1345700	TGME49_313140
OG0001895	PF3D7_1344200	TGME49_226830
OG0001896	PF3D7_1343400	TGME49_318480
OG0001897	PF3D7_1323500	TGME49_242720
OG0001898	PF3D7_1312600	TGME49_239490
OG0001899	PF3D7_1311500	TGME49_277500
OG0001900	PF3D7_1311400	TGME49_289770
OG0001901	PF3D7_1305200	TGME49_290180
OG0001902	PF3D7_0824700	TGME49_222410
OG0001903	PF3D7_0820200	TGME49_246530
OG0001904	PF3D7_0820000	TGME49_280800
OG0001905	PF3D7_0815800	TGME49_230140
OG0001906	PF3D7_0811200	TGME49_205740
OG0001907	PF3D7_0809900	TGME49_307010
OG0001908	PF3D7_0729000	TGME49_236130
OG0001909	PF3D7_1037700	TGME49_280750
OG0001910	PF3D7_1033600	TGME49_275480
OG0001911	PF3D7_1028300	TGME49_246730
OG0001912	PF3D7_1023900	TGME49_258240
OG0001913	PF3D7_1019900	TGME49_254120
OG0001914	PF3D7_1012600	TGME49_230450
OG0001915	PF3D7_1008000	TGME49_281420
OG0001916	PF3D7_1249300	TGME49_208500
OG0001917	PF3D7_1244600	TGME49_225310
OG0001918	PF3D7_1242800	TGME49_202380
OG0001919	PF3D7_1241700	TGME49_210960
OG0001920	PF3D7_1238900	TGME49_315190
OG0001921	PF3D7_1235300	TGME49_239410
OG0001922	PF3D7_1232200	TGME49_206470
OG0001923	PF3D7_1230900	TGME49_210830
OG0001924	PF3D7_1230700	TGME49_201700
OG0001925	PF3D7_1230400	TGME49_272230
OG0001926	PF3D7_1222700	TGME49_223940
OG0001927	PF3D7_1213800	TGME49_219850
OG0001928	PF3D7_1210900	TGME49_310100
OG0001929	PF3D7_1205100	TGME49_315170
OG0001930	PF3D7_1203000	TGME49_283900
OG0001931	PF3D7_0214100	TGME49_311400
OG0001932	PF3D7_0209300	TGME49_255690
OG0001933	PF3D7_1472200	TGME49_202230
OG0001934	PF3D7_1469200	TGME49_254770
OG0001935	PF3D7_1466400	TGME49_310950
OG0001936	PF3D7_1463700	TGME49_260250
OG0001937	PF3D7_1451600	TGME49_279440
OG0001938	PF3D7_1451400	TGME49_267360
OG0001939	PF3D7_1443500	TGME49_233930
OG0001940	PF3D7_1443000	TGME49_204280
OG0001941	PF3D7_1434200	TGME49_249240
OG0001942	PF3D7_1423000	TGME49_305750
OG0001943	PF3D7_1420400	TGME49_256990
OG0001944	PF3D7_1415000	TGME49_307650
OG0001945	PF3D7_1414400	TGME49_310700
OG0001946	PF3D7_1412800	TGME49_209160
OG0001947	PF3D7_1405500	TGME49_273990
OG0001948	PF3D7_1402300	TGME49_227960
OG0001949	PF3D7_0420200	TGME49_203420
OG0001950	PF3D7_0527200	TGME49_311090
OG0001951	PF3D7_0527000	TGME49_216730
OG0001952	PF3D7_0517700	TGME49_222860
OG0001953	PF3D7_0516100	TGME49_219260
OG0001954	PF3D7_0510500	TGME49_234360
OG0001955	PF3D7_0510300	TGME49_267500
OG0001956	PF3D7_0508700	TGME49_221660
OG0001957	PF3D7_0507600	TGME49_258980
OG0001958	PF3D7_0610900	TGME49_233000
OG0001959	PF3D7_0605300	TGME49_210280
OG0001960	PF3D7_0603700	TGME49_210750
OG0001961	PF3D7_0603400	TGME49_217220
OG0001962	PF3D7_0322000	TGME49_230520
OG0001963	PF3D7_0316000	TGME49_244600
OG0001964	PF3D7_0306800	TGME49_243710
OG0001965	PF3D7_0306200	TGME49_210800
OG0001966	PF3D7_0303700	TGME49_319920
OG0001967	PF3D7_0109000	TGME49_258410
OG0001968	PF3D7_0106300	TGME49_230420
OG0001969	PF3D7_1144600	TGME49_281950
OG0001970	PF3D7_1143100	TGME49_216220
OG0001971	PF3D7_1142400	TGME49_223020
OG0001972	PF3D7_0932500	TGME49_293220
OG0001973	PF3D7_0926700	TGME49_269800
OG0001974	PF3D7_0923200	TGME49_219630
OG0001975	PF3D7_0922500	TGME49_318230
OG0001976	PF3D7_0918300	TGME49_228190
OG0001977	PF3D7_0907400	TGME49_289780
OG0001978	PF3D7_0905900	TGME49_235020
OG0001979	PF3D7_1134100	TGME49_249270
OG0001980	PF3D7_1128200	TGME49_278530
OG0001981	PF3D7_1116300	TGME49_289250
OG0001982	PF3D7_1115900	TGME49_217870
OG0001983	PF3D7_1115500	TGME49_262000
OG0001984	PF3D7_1110700	TGME49_219280
OG0001985	PF3D7_1108200	TGME49_218810
OG0001986	PF3D7_1368200	TGME49_216790
OG0001987	PF3D7_1367000	TGME49_207680
OG0001988	PF3D7_1364500	TGME49_213930
OG0001989	PF3D7_1357700	TGME49_269770
OG0001990	PF3D7_1355100	TGME49_219860
OG0001991	PF3D7_1354500	TGME49_279450
OG0001992	PF3D7_1350900	TGME49_249190
OG0001993	PF3D7_1347000	TGME49_253550
OG0001994	PF3D7_1345500	TGME49_295990
OG0001995	PF3D7_1332600	TGME49_288680
OG0001996	PF3D7_1332000	TGME49_226600
OG0001997	PF3D7_1323800	TGME49_258832
OG0001998	PF3D7_1310600	TGME49_207460
OG0001999	PF3D7_1310000	TGME49_284540
OG0002000	PF3D7_1308800	TGME49_259230
OG0002001	PF3D7_1308200	TGME49_215260
OG0002002	PF3D7_1304100	TGME49_208580
OG0002003	PF3D7_0827800	TGME49_255970
OG0002004	PF3D7_0827100	TGME49_278550
OG0002005	PF3D7_0825500	TGME49_219150
OG0002006	PF3D7_0821500	TGME49_313980
OG0002007	PF3D7_0819900	TGME49_298970
OG0002008	PF3D7_0818800	TGME49_310380
OG0002009	PF3D7_0818600	TGME49_254690
OG0002010	PF3D7_0814200	TGME49_221380
OG0002011	PF3D7_0810500	TGME49_310760
OG0002012	PF3D7_0804800	TGME49_285760
OG0002013	PF3D7_0801500	TGME49_295320
OG0002014	PF3D7_0729300	TGME49_216480
OG0002015	PF3D7_1033700	TGME49_263580
OG0002016	PF3D7_1031700	TGME49_226825
OG0002017	PF3D7_1027100	TGME49_311410
OG0002018	PF3D7_1025600	TGME49_240550
OG0002019	PF3D7_1014600	TGME49_217050
OG0002020	PF3D7_1013100	TGME49_214200
OG0002021	PF3D7_1011000	TGME49_260820
OG0002022	PF3D7_1008800	TGME49_205510
OG0002023	PF3D7_1006600	TGME49_308050
OG0002024	PF3D7_1246400	TGME49_257680
OG0002025	PF3D7_1243000	TGME49_247930
OG0002026	PF3D7_1237600	TGME49_289550
OG0002027	PF3D7_1235600	TGME49_234190
OG0002028	PF3D7_1227200	TGME49_273380
OG0002029	PF3D7_1226600	TGME49_320110
OG0002030	PF3D7_1224900	TGME49_305010
OG0002031	PF3D7_1223300	TGME49_221330
OG0002032	PF3D7_1220900	TGME49_268280
OG0002033	PF3D7_1215900	TGME49_310000
OG0002034	PF3D7_1212100	TGME49_287270
OG0002035	PF3D7_1211800	TGME49_219820
OG0002036	PF3D7_1209200	TGME49_286560
OG0002037	PF3D7_1208200	TGME49_292020
OG0002038	PF3D7_1205800	TGME49_203950
OG0002039	PF3D7_0218000	TGME49_237110
OG0002040	PF3D7_0215800	TGME49_232970
OG0002041	PF3D7_0214000	TGME49_287500
OG0002042	PF3D7_0206000	TGME49_268560
OG0002043	PF3D7_1460600	TGME49_316540
OG0002044	PF3D7_1460400	TGME49_263470
OG0002045	PF3D7_1457000	TGME49_237150
OG0002046	PF3D7_1456800	TGME49_248670
OG0002047	PF3D7_1451300	TGME49_305760
OG0002048	PF3D7_1447900	TGME49_273360
OG0002049	PF3D7_1445400	TGME49_224480
OG0002050	PF3D7_1437900	TGME49_311240
OG0002051	PF3D7_1435800	TGME49_286640
OG0002052	PF3D7_1434700	TGME49_312220
OG0002053	PF3D7_1433500	TGME49_312230
OG0002054	PF3D7_1433000	TGME49_278270
OG0002055	PF3D7_1426000	TGME49_245680
OG0002056	PF3D7_1417800	TGME49_214970
OG0002057	PF3D7_1405200	TGME49_247648
OG0002058	PF3D7_1403700	TGME49_316450
OG0002059	PF3D7_0422400	TGME49_212290
OG0002060	PF3D7_0420100	TGME49_227260
OG0002061	PF3D7_0416400	TGME49_293380
OG0002062	PF3D7_0413600	TGME49_229950
OG0002063	PF3D7_0409100	TGME49_244100
OG0002064	PF3D7_0406400	TGME49_281630
OG0002065	PF3D7_0528700	TGME49_270560
OG0002066	PF3D7_0522500	TGME49_217590
OG0002067	PF3D7_0516900	TGME49_204020
OG0002068	PF3D7_0514000	TGME49_278930
OG0002069	PF3D7_0509400	TGME49_244880
OG0002070	PF3D7_0508500	TGME49_248640
OG0002071	PF3D7_0508300	TGME49_261070
OG0002072	PF3D7_0504600	TGME49_314400
OG0002073	PF3D7_0503400	TGME49_220400
OG0002074	PF3D7_0627500	TGME49_214290
OG0002075	PF3D7_0626300	TGME49_293590
OG0002076	PF3D7_0617000	TGME49_218280
OG0002077	PF3D7_0608000	TGME49_242610
OG0002078	PF3D7_0607300	TGME49_289940
OG0002079	PF3D7_0316500	TGME49_309380
OG0002080	PF3D7_0309000	TGME49_235890
OG0002081	PF3D7_0303600	TGME49_289180
OG0002082	PF3D7_0303400	TGME49_293730
OG0002083	PF3D7_0110600	TGME49_230490
OG0002084	PF3D7_0930600	TGME49_305940
OG0002085	PF3D7_0924700	TGME49_221950
OG0002086	PF3D7_0923600	TGME49_294902
OG0002087	PF3D7_0921800	TGME49_251600
OG0002088	PF3D7_0918900	TGME49_232590
OG0002089	PF3D7_0918000	TGME49_219320
OG0002090	PF3D7_0917900	TGME49_311720
OG0002091	PF3D7_0910700	TGME49_234670
OG0002092	PF3D7_0905600	TGME49_297390
OG0002093	PF3D7_0903200	TGME49_248880
OG0002094	PF3D7_0903100	TGME49_291300
OG0002095	PF3D7_1134000	TGME49_251780
OG0002096	PF3D7_1125400	TGME49_227830
OG0002097	PF3D7_1121700	TGME49_318710
OG0002098	PF3D7_1119300	TGME49_236910
OG0002099	PF3D7_1112200	TGME49_275980
OG0002100	PF3D7_1368800	TGME49_305310
OG0002101	PF3D7_1365400	TGME49_212100
OG0002102	PF3D7_1363400	TGME49_288210
OG0002103	PF3D7_1360700	TGME49_278640
OG0002104	PF3D7_1358800	TGME49_270380
OG0002105	PF3D7_1356900	TGME49_218220
OG0002106	PF3D7_1356200	TGME49_214150
OG0002107	PF3D7_1347800	TGME49_233940
OG0002108	PF3D7_1346100	TGME49_269980
OG0002109	PF3D7_1336900	TGME49_288360
OG0002110	PF3D7_1328800	TGME49_227020
OG0002111	PF3D7_1322100	TGME49_257770
OG0002112	PF3D7_1317000	TGME49_294360
OG0002113	PF3D7_1316600	TGME49_216930
OG0002114	PF3D7_1316500	TGME49_306220
OG0002115	PF3D7_1314600	TGME49_271820
OG0002116	PF3D7_1307000	TGME49_312400
OG0002117	PF3D7_0829300	TGME49_272630
OG0002118	PF3D7_0826700	TGME49_216880
OG0002119	PF3D7_0825200	TGME49_224235
OG0002120	PF3D7_0818200	TGME49_263090
OG0002121	PF3D7_0817700	TGME49_311470
OG0002122	PF3D7_0815900	TGME49_305980
OG0002123	PF3D7_0813800	TGME49_238940
OG0002124	PF3D7_0807900	TGME49_251880
OG0002125	PF3D7_0807300	TGME49_313190
OG0002126	PF3D7_0802600	TGME49_270865
OG0002127	PF3D7_0729200	TGME49_286630
OG0002128	PF3D7_0727200	TGME49_211090
OG0002129	PF3D7_0726900	TGME49_283590
OG0002130	PF3D7_0726800	TGME49_305870
OG0002131	PF3D7_0722600	TGME49_268640
OG0002132	PF3D7_0720000	TGME49_203610
OG0002133	PF3D7_1026800	TGME49_266060
OG0002134	PF3D7_1022800	TGME49_262430
OG0002135	PF3D7_1014200	TGME49_285940
OG0002136	PF3D7_1014000	TGME49_286220
OG0002137	PF3D7_1003600	TGME49_224530
OG0002138	PF3D7_1246200	TGME49_209030
OG0002139	PF3D7_1237800	TGME49_258720
OG0002140	PF3D7_1229500	TGME49_205440
OG0002141	PF3D7_1228100	TGME49_239120
OG0002142	PF3D7_1220100	TGME49_265410
OG0002143	PF3D7_1214100	TGME49_224920
OG0002144	PF3D7_1212900	TGME49_264640
OG0002145	PF3D7_1212500	TGME49_256980
OG0002146	PF3D7_1211900	TGME49_278660
OG0002147	PF3D7_1210100	TGME49_204060
OG0002148	PF3D7_1209900	TGME49_263740
OG0002149	PF3D7_1209400	TGME49_313280
OG0002150	PF3D7_1206200	TGME49_294620
OG0002151	PF3D7_0217500	TGME49_305860
OG0002152	PF3D7_0216400	TGME49_271060
OG0002153	PF3D7_0215700	TGME49_258210
OG0002154	PF3D7_0211700	TGME49_239130
