Orthogroup	Bpertussis	Ecoli
OG0005140		b4731
OG0005141		b0377
OG0005142		b4730
OG0005143		b0376
OG0005144		b3400
OG0005145		b1616
OG0005146		b1617
OG0005147		b1619
OG0005148		b1612
OG0005149		b2943
OG0005150		b1613
OG0005151		b2944
OG0005152		b1614
OG0005153		b1615
OG0005154		b2940
OG0005155		b1610
OG0005156		b2941
OG0005157		b1609
OG0005158		b1605
OG0005159		b1606
OG0005160		b1607
OG0005161		b2938
OG0005162		b1608
OG0005163		b2939
OG0005164		b1601
OG0005165		b1602
OG0005166		b2933
OG0005167		b2934
OG0005168		b1604
OG0005169		b2930
OG0005170		b1600
OG0005171		b2929
OG0005172		b2925
OG0005173		b2928
OG0005174		b2921
OG0005175		b2922
OG0005176		b2918
OG0005177		b2919
OG0005178		b2917
OG0005179		b2910
OG0005180		b0328
OG0005181		b0327
OG0005182		b0326
OG0005183		b0325
OG0005184		b2988
OG0005185		b1658
OG0005186		b2989
OG0005187		b0329
OG0005188		b1659
OG0005189		b0320
OG0005190		b1652
OG0005191		b2983
OG0005192		b1653
OG0005193		b2984
OG0005194		b2985
OG0005195		b1655
OG0005196		b2986
OG0005197		b0324
OG0005198		b0323
OG0005199		b2980
OG0005200		b0322
OG0005201		b2981
OG0005202		b2982
OG0005203		b0317
OG0005204		b1649
OG0005205		b0316
OG0005206		b1645
OG0005207		b0319
OG0005208		b1647
OG0005209		b1641
OG0005210		b1643
OG0005211		b1644
OG0005212		b2975
OG0005213		b0313
OG0005214		b0312
OG0005215		b0311
OG0005216		b2970
OG0005217		b0310
OG0005218		b2971
OG0005219		b0306
OG0005220		b2969
OG0005221		b0305
OG0005222		b1639
OG0005223		b0304
OG0005224		b0303
OG0005225		b1634
OG0005226		b2965
OG0005227		b2966
OG0005228		b0308
OG0005229		b1636
OG0005230		b0307
OG0005231		b2968
OG0005232		b1630
OG0005233		b1631
OG0005234		b1632
OG0005235		b2964
OG0005236		b0301
OG0005237		b1627
OG0005238		b2958
OG0005239		b2959
OG0005240		b1629
OG0005241		b1623
OG0005242		b1624
OG0005243		b1625
OG0005244		b2956
OG0005245		b1626
OG0005246		b2957
OG0005247		b2950
OG0005248		b1620
OG0005249		b1621
OG0005250		b1622
OG0005251		b2953
OG0005252		b3293
OG0005253		b4571
OG0005254		b4570
OG0005255		b3240
OG0005256		b3241
OG0005257		b3242
OG0005258		b3236
OG0005259		b4568
OG0005260		b3237
OG0005261		b4567
OG0005262		b3238
OG0005263		b4569
OG0005264		b3239
OG0005265		b3233
OG0005266		b3234
OG0005267		b4566
OG0005268		b4565
OG0005269		b3225
OG0005270		b3226
OG0005271		b3227
OG0005272		b4559
OG0005273		b0196
OG0005274		b4558
OG0005275		b3221
OG0005276		b4553
OG0005277		b3222
OG0005278		b3223
OG0005279		b4555
OG0005280		b3224
OG0005281		b4554
OG0005282		b0190
OG0005283		b4551
OG0005284		b3220
OG0005285		b4550
OG0005286		b0195
OG0005287		b0193
OG0005288		b3218
OG0005289		b3219
OG0005290		b3214
OG0005291		b0187
OG0005292		b4545
OG0005293		b3215
OG0005294		b0186
OG0005295		b4548
OG0005296		b3216
OG0005297		b4547
OG0005298		b4542
OG0005299		b3210
OG0005300		b4541
OG0005301		b3211
OG0005302		b4544
OG0005303		b0189
OG0005304		b4539
OG0005305		b3207
OG0005306		b4538
OG0005307		b3209
OG0005308		b4535
OG0005309		b3203
OG0005310		b4534
OG0005311		b4537
OG0005312		b4536
OG0005313		b3200
OG0005314		b4533
OG0005315		b4532
OG0005316		b3283
OG0005317		b3280
OG0005318		b3279
OG0005319		b4596
OG0005320		b4599
OG0005321		b3267
OG0005322		b4598
OG0005323		b4593
OG0005324		b4592
OG0005325		b4595
OG0005326		b3263
OG0005327		b4594
OG0005328		b3264
OG0005329		b4589
OG0005330		b3259
OG0005331		b4586
OG0005332		b4588
OG0005333		b4587
OG0005334		b3257
OG0005335		b4582
OG0005336		b3252
OG0005337		b4580
OG0005338		b4579
OG0005339		b3243
OG0005340		b1580
OG0005341		b0250
OG0005342		b0249
OG0005343		b0248
OG0005344		b4605
OG0005345		b4604
OG0005346		b4606
OG0005347		b1575
OG0005348		b4601
OG0005349		b1576
OG0005350		b0241
OG0005351		b0240
OG0005352		b4602
OG0005353		b0247
OG0005354		b1571
OG0005355		b0246
OG0005356		b1572
OG0005357		b0245
OG0005358		b1573
OG0005359		b1570
OG0005360		b0239
OG0005361		b0238
OG0005362		b0237
OG0005363		b1568
OG0005364		b2899
OG0005365		b1569
OG0005366		b0232
OG0005367		b1564
OG0005368		b2895
OG0005369		b1565
OG0005370		b2896
OG0005371		b1566
OG0005372		b2897
OG0005373		b1567
OG0005374		b1560
OG0005375		b1561
OG0005376		b0234
OG0005377		b1562
OG0005378		b0233
OG0005379		b1563
OG0005380		b0228
OG0005381		b0227
OG0005382		b0226
OG0005383		b1557
OG0005384		b2888
OG0005385		b1558
OG0005386		b1559
OG0005387		b0221
OG0005388		b0220
OG0005389		b1554
OG0005390		b1555
OG0005391		b2886
OG0005392		b1556
OG0005393		b0225
OG0005394		b2880
OG0005395		b0224
OG0005396		b1550
OG0005397		b0223
OG0005398		b1551
OG0005399		b2882
OG0005400		b0222
OG0005401		b1552
OG0005402		b0217
OG0005403		b1546
OG0005404		b2877
OG0005405		b1547
OG0005406		b2878
OG0005407		b1548
OG0005408		b2879
OG0005409		b1549
OG0005410		b1542
OG0005411		b1543
OG0005412		b2874
OG0005413		b1544
OG0005414		b2875
OG0005415		b1545
OG0005416		b2876
OG0005417		b2870
OG0005418		b2871
OG0005419		b1541
OG0005420		b2872
OG0005421		b0290
OG0005422		b0294
OG0005423		b0293
OG0005424		b0292
OG0005425		b0291
OG0005426		b0287
OG0005427		b0286
OG0005428		b0285
OG0005429		b0284
OG0005430		b0289
OG0005431		b0288
OG0005432		b0282
OG0005433		b0281
OG0005434		b0280
OG0005435		b4637
OG0005436		b0276
OG0005437		b0275
OG0005438		b0274
OG0005439		b0279
OG0005440		b0278
OG0005441		b0277
OG0005442		b0272
OG0005443		b0271
OG0005444		b0270
OG0005445		b0265
OG0005446		b1597
OG0005447		b4623
OG0005448		b0264
OG0005449		b1598
OG0005450		b4622
OG0005451		b1599
OG0005452		b0269
OG0005453		b1593
OG0005454		b0268
OG0005455		b1594
OG0005456		b4621
OG0005457		b0266
OG0005458		b4620
OG0005459		b1590
OG0005460		b1591
OG0005461		b1592
OG0005462		b0261
OG0005463		b0260
OG0005464		b0259
OG0005465		b4615
OG0005466		b4618
OG0005467		b0254
OG0005468		b1586
OG0005469		b4612
OG0005470		b0253
OG0005471		b1587
OG0005472		b0252
OG0005473		b1588
OG0005474		b0251
OG0005475		b1589
OG0005476		b4613
OG0005477		b0258
OG0005478		b1582
OG0005479		b1583
OG0005480		b0256
OG0005481		b1584
OG0005482		b4610
OG0005483		b1585
OG0005484		b2826
OG0005485		b2829
OG0005486		b2822
OG0005487		b2823
OG0005488		b2824
OG0005489		b2825
OG0005490		b2820
OG0005491		b2821
OG0005492		b2819
OG0005493		b2811
OG0005494		b2809
OG0005495		b2804
OG0005496		b2805
OG0005497		b2806
OG0005498		b2800
OG0005499		b2801
OG0005500		b2802
OG0005501		b2803
OG0005502		b1539
OG0005503		b1536
OG0005504		b2867
OG0005505		b0209
OG0005506		b1537
OG0005507		b1538
OG0005508		b2869
OG0005509		b1532
OG0005510		b2863
OG0005511		b1534
OG0005512		b2860
OG0005513		b2861
OG0005514		b1528
OG0005515		b1524
OG0005516		b1525
OG0005517		b1526
OG0005518		b1527
OG0005519		b2851
OG0005520		b1521
OG0005521		b2852
OG0005522		b1522
OG0005523		b2853
OG0005524		b1523
OG0005525		b1517
OG0005526		b2848
OG0005527		b1518
OG0005528		b2849
OG0005529		b1519
OG0005530		b1513
OG0005531		b1514
OG0005532		b2845
OG0005533		b1515
OG0005534		b2846
OG0005535		b1516
OG0005536		b2847
OG0005537		b2840
OG0005538		b2841
OG0005539		b1511
OG0005540		b1512
OG0005541		b2843
OG0005542		b2837
OG0005543		b1508
OG0005544		b1502
OG0005545		b1503
OG0005546		b1504
OG0005547		b2836
OG0005548		b1500
OG0005549		b2831
OG0005550		b1501
OG0005551		b4053
OG0005552		b4056
OG0005553		b4055
OG0005554		b4050
OG0005555		b4047
OG0005556		b4048
OG0005557		b4044
OG0005558		b4041
OG0005559		b4039
OG0005560		b4036
OG0005561		b4035
OG0005562		b4037
OG0005563		b4032
OG0005564		b4031
OG0005565		b4034
OG0005566		b4033
OG0005567		b4030
OG0005568		b4029
OG0005569		b4028
OG0005570		b4027
OG0005571		b4026
OG0005572		b4021
OG0005573		b4023
OG0005574		b4018
OG0005575		b4017
OG0005576		b4014
OG0005577		b4013
OG0005578		b4016
OG0005579		b4098
OG0005580		b4097
OG0005581		b4099
OG0005582		b4094
OG0005583		b4096
OG0005584		b4095
OG0005585		b4090
OG0005586		b4092
OG0005587		b1818
OG0005588		b1819
OG0005589		b1810
OG0005590		b1811
OG0005591		b4087
OG0005592		b4086
OG0005593		b4088
OG0005594		b4083
OG0005595		b4082
OG0005596		b4085
OG0005597		b4084
OG0005598		b4081
OG0005599		b4080
OG0005600		b1807
OG0005601		b1804
OG0005602		b1806
OG0005603		b1801
OG0005604		b1802
OG0005605		b4076
OG0005606		b4075
OG0005607		b4078
OG0005608		b4077
OG0005609		b4072
OG0005610		b4071
OG0005611		b4073
OG0005612		b4070
OG0005613		b4068
OG0005614		b4064
OG0005615		b4066
OG0005616		b4060
OG0005617		b4057
OG0005618		b2271
OG0005619		b2272
OG0005620		b2273
OG0005621		b2274
OG0005622		b3599
OG0005623		b2269
OG0005624		b2264
OG0005625		b2265
OG0005626		b3596
OG0005627		b2266
OG0005628		b3597
OG0005629		b3598
OG0005630		b2260
OG0005631		b3591
OG0005632		b2261
OG0005633		b2262
OG0005634		b3593
OG0005635		b2263
OG0005636		b3594
OG0005637		b3590
OG0005638		b2258
OG0005639		b3589
OG0005640		b2259
OG0005641		b3584
OG0005642		b2254
OG0005643		b3585
OG0005644		b2255
OG0005645		b3586
OG0005646		b2256
OG0005647		b3587
OG0005648		b3580
OG0005649		b2250
OG0005650		b3581
OG0005651		b2251
OG0005652		b3582
OG0005653		b2252
OG0005654		b3583
OG0005655		b2246
OG0005656		b2247
OG0005657		b2248
OG0005658		b2242
OG0005659		b3573
OG0005660		b2243
OG0005661		b3574
OG0005662		b2244
OG0005663		b3575
OG0005664		b2245
OG0005665		b3576
OG0005666		b3570
OG0005667		b2240
OG0005668		b3571
OG0005669		b2241
OG0005670		b3572
OG0005671		b2239
OG0005672		b3566
OG0005673		b3567
OG0005674		b2237
OG0005675		b3568
OG0005676		b3569
OG0005677		b3562
OG0005678		b3563
OG0005679		b3564
OG0005680		b3565
OG0005681		b4012
OG0005682		b4011
OG0005683		b4003
OG0005684		b4002
OG0005685		b4004
OG0005686		b4001
OG0005687		b4000
OG0005688		b2297
OG0005689		b2298
OG0005690		b2299
OG0005691		b2293
OG0005692		b2294
OG0005693		b2295
OG0005694		b2290
OG0005695		b2291
OG0005696		b2292
OG0005697		b2275
OG0005698		b2309
OG0005699		b2305
OG0005700		b2306
OG0005701		b2307
OG0005702		b2308
OG0005703		b3632
OG0005704		b2303
OG0005705		b2304
OG0005706		b3630
OG0005707		b2300
OG0005708		b3629
OG0005709		b3625
OG0005710		b3626
OG0005711		b3627
OG0005712		b0595
OG0005713		b0594
OG0005714		b3622
OG0005715		b0593
OG0005716		b3623
OG0005717		b0592
OG0005718		b3624
OG0005719		b0599
OG0005720		b0598
OG0005721		b0597
OG0005722		b0596
OG0005723		b0591
OG0005724		b0590
OG0005725		b3618
OG0005726		b0589
OG0005727		b3614
OG0005728		b3616
OG0005729		b3617
OG0005730		b0583
OG0005731		b0582
OG0005732		b3612
OG0005733		b0588
OG0005734		b0587
OG0005735		b0585
OG0005736		b0580
OG0005737		b0579
OG0005738		b0578
OG0005739		b3603
OG0005740		b3600
OG0005741		b3601
OG0005742		b3602
OG0005743		b0576
OG0005744		b0575
OG0005745		b0574
OG0005746		b3680
OG0005747		b2350
OG0005748		b3681
OG0005749		b3682
OG0005750		b1020
OG0005751		b1019
OG0005752		b1018
OG0005753		b2345
OG0005754		b3676
OG0005755		b1012
OG0005756		b3677
OG0005757		b1011
OG0005758		b2347
OG0005759		b3678
OG0005760		b1010
OG0005761		b3679
OG0005762		b3672
OG0005763		b2342
OG0005764		b3673
OG0005765		b2343
OG0005766		b3674
OG0005767		b2344
OG0005768		b3675
OG0005769		b3670
OG0005770		b2340
OG0005771		b3671
OG0005772		b1007
OG0005773		b2339
OG0005774		b1002
OG0005775		b2334
OG0005776		b3665
OG0005777		b1001
OG0005778		b2335
OG0005779		b3666
OG0005780		b2336
OG0005781		b3661
OG0005782		b3662
OG0005783		b1004
OG0005784		b2332
OG0005785		b3663
OG0005786		b1003
OG0005787		b2333
OG0005788		b3660
OG0005789		b2327
OG0005790		b2328
OG0005791		b3659
OG0005792		b2323
OG0005793		b3654
OG0005794		b2324
OG0005795		b3655
OG0005796		b2325
OG0005797		b2326
OG0005798		b3657
OG0005799		b2320
OG0005800		b3651
OG0005801		b2321
OG0005802		b2322
OG0005803		b3647
OG0005804		b2319
OG0005805		b2314
OG0005806		b3645
OG0005807		b2310
OG0005808		b1858
OG0005809		b1855
OG0005810		b0528
OG0005811		b1856
OG0005812		b0527
OG0005813		b1850
OG0005814		b1851
OG0005815		b1852
OG0005816		b0521
OG0005817		b0520
OG0005818		b0515
OG0005819		b1847
OG0005820		b0514
OG0005821		b1848
OG0005822		b0513
OG0005823		b1843
OG0005824		b0518
OG0005825		b1844
OG0005826		b0517
OG0005827		b1845
OG0005828		b1840
OG0005829		b1841
OG0005830		b1842
OG0005831		b0511
OG0005832		b0504
OG0005833		b1836
OG0005834		b0503
OG0005835		b1837
OG0005836		b0502
OG0005837		b1839
OG0005838		b0508
OG0005839		b0507
OG0005840		b1833
OG0005841		b0506
OG0005842		b1834
OG0005843		b0505
OG0005844		b1835
OG0005845		b1831
OG0005846		b1825
OG0005847		b1826
OG0005848		b1821
OG0005849		b1822
OG0005850		b1824
OG0005851		b1820
OG0005852		b0569
OG0005853		b0568
OG0005854		b0567
OG0005855		b1894
OG0005856		b0561
OG0005857		b1895
OG0005858		b0560
OG0005859		b1896
OG0005860		b1897
OG0005861		b0566
OG0005862		b0565
OG0005863		b0564
OG0005864		b0563
OG0005865		b1893
OG0005866		b0559
OG0005867		b0558
OG0005868		b0557
OG0005869		b0556
OG0005870		b0551
OG0005871		b0550
OG0005872		b1884
OG0005873		b0555
OG0005874		b0554
OG0005875		b0553
OG0005876		b0552
OG0005877		b0548
OG0005878		b0547
OG0005879		b0546
OG0005880		b1877
OG0005881		b1878
OG0005882		b0549
OG0005883		b0540
OG0005884		b1873
OG0005885		b1874
OG0005886		b1875
OG0005887		b0544
OG0005888		b0542
OG0005889		b1870
OG0005890		b0541
OG0005891		b1871
OG0005892		b1869
OG0005893		b0534
OG0005894		b1865
OG0005895		b1868
OG0005896		b1862
OG0005897		b0533
OG0005898		b0531
OG0005899		b0530
OG0005900		b2198
OG0005901		b2199
OG0005902		b2150
OG0005903		b3481
OG0005904		b2151
OG0005905		b3482
OG0005906		b3483
OG0005907		b2153
OG0005908		b3484
OG0005909		b3480
OG0005910		b2147
OG0005911		b3478
OG0005912		b2148
OG0005913		b3479
OG0005914		b2149
OG0005915		b2143
OG0005916		b3474
OG0005917		b2144
OG0005918		b3475
OG0005919		b2145
OG0005920		b3476
OG0005921		b2146
OG0005922		b2140
OG0005923		b2141
OG0005924		b3472
OG0005925		b2142
OG0005926		b3473
OG0005927		b2136
OG0005928		b3467
OG0005929		b4799
OG0005930		b2137
OG0005931		b3468
OG0005932		b4798
OG0005933		b2132
OG0005934		b4795
OG0005935		b4794
OG0005936		b4797
OG0005937		b2135
OG0005938		b3466
OG0005939		b4796
OG0005940		b4791
OG0005941		b4790
OG0005942		b2130
OG0005943		b4793
OG0005944		b2131
OG0005945		b4792
OG0005946		b2129
OG0005947		b2125
OG0005948		b4788
OG0005949		b2126
OG0005950		b4787
OG0005951		b2128
OG0005952		b4789
OG0005953		b3459
OG0005954		b2121
OG0005955		b4784
OG0005956		b2122
OG0005957		b4783
OG0005958		b2123
OG0005959		b4786
OG0005960		b2124
OG0005961		b4785
OG0005962		b4780
OG0005963		b4782
OG0005964		b2120
OG0005965		b4781
OG0005966		b2118
OG0005967		b2119
OG0005968		b4777
OG0005969		b3445
OG0005970		b4776
OG0005971		b2115
OG0005972		b3446
OG0005973		b4779
OG0005974		b4778
OG0005975		b3448
OG0005976		b4773
OG0005977		b2110
OG0005978		b3441
OG0005979		b4772
OG0005980		b2111
OG0005981		b3442
OG0005982		b4775
OG0005983		b2112
OG0005984		b3443
OG0005985		b4774
OG0005986		b3444
OG0005987		b2194
OG0005988		b2195
OG0005989		b2197
OG0005990		b2192
OG0005991		b2193
OG0005992		b2187
OG0005993		b2188
OG0005994		b2183
OG0005995		b2184
OG0005996		b2186
OG0005997		b2181
OG0005998		b2177
OG0005999		b2178
OG0006000		b2179
OG0006001		b2172
OG0006002		b2173
OG0006003		b2174
OG0006004		b2175
OG0006005		b2170
OG0006006		b2171
OG0006007		b2169
OG0006008		b2165
OG0006009		b3496
OG0006010		b2166
OG0006011		b3497
OG0006012		b2167
OG0006013		b2168
OG0006014		b2161
OG0006015		b2162
OG0006016		b2163
OG0006017		b3494
OG0006018		b2164
OG0006019		b3495
OG0006020		b2160
OG0006021		b3491
OG0006022		b2159
OG0006023		b3485
OG0006024		b2155
OG0006025		b3486
OG0006026		b2156
OG0006027		b3487
OG0006028		b3488
OG0006029		b0492
OG0006030		b0491
OG0006031		b0490
OG0006032		b3519
OG0006033		b3515
OG0006034		b3516
OG0006035		b3517
OG0006036		b3518
OG0006037		b0485
OG0006038		b3511
OG0006039		b0484
OG0006040		b3512
OG0006041		b0483
OG0006042		b0482
OG0006043		b0488
OG0006044		b0486
OG0006045		b3510
OG0006046		b0480
OG0006047		b3509
OG0006048		b0479
OG0006049		b3504
OG0006050		b3505
OG0006051		b3506
OG0006052		b3507
OG0006053		b3501
OG0006054		b3502
OG0006055		b0478
OG0006056		b0477
OG0006057		b0468
OG0006058		b1796
OG0006059		b0461
OG0006060		b1797
OG0006061		b0460
OG0006062		b1798
OG0006063		b0467
OG0006064		b1791
OG0006065		b0466
OG0006066		b1792
OG0006067		b0465
OG0006068		b1793
OG0006069		b0464
OG0006070		b1794
OG0006071		b0459
OG0006072		b0458
OG0006073		b1788
OG0006074		b1789
OG0006075		b0452
OG0006076		b0451
OG0006077		b1785
OG0006078		b0450
OG0006079		b1786
OG0006080		b1787
OG0006081		b1780
OG0006082		b1781
OG0006083		b0454
OG0006084		b1782
OG0006085		b0453
OG0006086		b1783
OG0006087		b2230
OG0006088		b2229
OG0006089		b3555
OG0006090		b2225
OG0006091		b2226
OG0006092		b3557
OG0006093		b3558
OG0006094		b2220
OG0006095		b3554
OG0006096		b3550
OG0006097		b3548
OG0006098		b2218
OG0006099		b2219
OG0006100		b2213
OG0006101		b3544
OG0006102		b2215
OG0006103		b3546
OG0006104		b2216
OG0006105		b3540
OG0006106		b2210
OG0006107		b3541
OG0006108		b2211
OG0006109		b3542
OG0006110		b3543
OG0006111		b2206
OG0006112		b3537
OG0006113		b2207
OG0006114		b3538
OG0006115		b2208
OG0006116		b3539
OG0006117		b2209
OG0006118		b2202
OG0006119		b3533
OG0006120		b2203
OG0006121		b3535
OG0006122		b2205
OG0006123		b3536
OG0006124		b3530
OG0006125		b2200
OG0006126		b3531
OG0006127		b2201
OG0006128		b3532
OG0006129		b3526
OG0006130		b3528
OG0006131		b3522
OG0006132		b0495
OG0006133		b3523
OG0006134		b0493
OG0006135		b3525
OG0006136		b0498
OG0006137		b3520
OG0006138		b0497
OG0006139		b1737
OG0006140		b0404
OG0006141		b1738
OG0006142		b0403
OG0006143		b1739
OG0006144		b0402
OG0006145		b1734
OG0006146		b1735
OG0006147		b1736
OG0006148		b1730
OG0006149		b1731
OG0006150		b0401
OG0006151		b1726
OG0006152		b1727
OG0006153		b1728
OG0006154		b1729
OG0006155		b1722
OG0006156		b1723
OG0006157		b1724
OG0006158		b1725
OG0006159		b1715
OG0006160		b1709
OG0006161		b1704
OG0006162		b1705
OG0006163		b1707
OG0006164		b1700
OG0006165		b1701
OG0006166		b0449
OG0006167		b0448
OG0006168		b0446
OG0006169		b4803
OG0006170		b1777
OG0006171		b4802
OG0006172		b1779
OG0006173		b1773
OG0006174		b1774
OG0006175		b1775
OG0006176		b4801
OG0006177		b1776
OG0006178		b4800
OG0006179		b0445
OG0006180		b1770
OG0006181		b0443
OG0006182		b0442
OG0006183		b1772
OG0006184		b0435
OG0006185		b1766
OG0006186		b1767
OG0006187		b1769
OG0006188		b1762
OG0006189		b1764
OG0006190		b0434
OG0006191		b1760
OG0006192		b0424
OG0006193		b1755
OG0006194		b1756
OG0006195		b1757
OG0006196		b1758
OG0006197		b1751
OG0006198		b1752
OG0006199		b1754
OG0006200		b0423
OG0006201		b1750
OG0006202		b1744
OG0006203		b1745
OG0006204		b1746
OG0006205		b1747
OG0006206		b1740
OG0006207		b1741
OG0006208		b1742
OG0006209		b1743
OG0006210		b0412
OG0006211		b0411
OG0006212		b0410
