Orthogroup	Cvulgaris	creidhartii
OG0003596	maker_Scaffold_1712-snap-gene-0.26-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.83|0.57|1|0.83|0.71|7|0|254	CRv4_Au5_s23_g9875_t1
OG0003597	maker_Scaffold_1796-augustus-gene-0.26-mRNA-1 protein AED_0.21 eAED_0.22 QI_0|0|0|1|0.5|0.66|3|0|312	CRv4_Au5_s13_g4912_t1
OG0003598	maker_Scaffold_757-augustus-gene-0.18-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0.75|0.55|0.88|0.87|0.88|9|0|322	CRv4_Au5_s17_g7648_t1
OG0003599	maker_Scaffold_757-snap-gene-0.22-mRNA-1 protein AED_0.03 eAED_0.04 QI_0|0.84|0.71|1|0.76|0.64|14|0|434	CRv4_Au5_s6_g12572_t1
OG0003600	maker_Scaffold_1697-snap-gene-0.27-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.71|1|0.66|0.71|7|0|350	CRv4_Au5_s9_g15253_t1
OG0003601	genemark_Scaffold_1697-abinit-gene-0.4-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.66|0.6|0.8|1|1|10|0|262	CRv4_Au5_s1_g1923_t1
OG0003602	genemark_Scaffold_1697-abinit-gene-0.6-mRNA-1 protein AED_0.26 eAED_0.26 QI_0|0.66|0.25|1|1|1|4|0|263	CRv4_Au5_s6_g12410_t1
OG0003603	maker_Scaffold_2099-augustus-gene-0.24-mRNA-1 protein AED_0.03 eAED_0.04 QI_0|1|0.83|1|1|1|6|0|402	CRv4_Au5_s13_g4682_t1
OG0003604	genemark_Scaffold_2099-abinit-gene-0.4-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.9|0.72|0.90|1|1|11|0|410	CRv4_Au5_s13_g4801_t1
OG0003605	maker_Scaffold_1098-snap-gene-0.28-mRNA-1 protein AED_0.07 eAED_0.11 QI_0|0.6|0.63|0.90|0.3|0.27|11|0|569	CRv4_Au5_s3_g10610_t1
OG0003606	maker_Scaffold_1098-snap-gene-0.30-mRNA-1 protein AED_0.27 eAED_0.27 QI_0|0.4|0.16|0.5|0|0|6|0|442	CRv4_Au5_s12_g3116_t1
OG0003607	genemark_Scaffold_1265-abinit-gene-0.5-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|0.66|0.42|0.85|1|1|7|0|366	CRv4_Au5_s3_g10285_t1
OG0003608	maker_Scaffold_1265-augustus-gene-0.36-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.55|0.4|0.8|0.66|0.8|10|0|539	CRv4_Au5_s2_g8860_t1
OG0003609	maker_Scaffold_1265-augustus-gene-0.34-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|0.8|0.66|1|1|1|6|0|329	CRv4_Au5_s3_g10594_t1
OG0003610	maker_Scaffold_751-augustus-gene-0.19-mRNA-1 protein AED_0.45 eAED_0.45 QI_0|0.07|0.06|0.13|0.92|0.86|15|0|690	CRv4_Au5_s11_g2595_t1
OG0003611	maker_Scaffold_431-augustus-gene-0.22-mRNA-1 protein AED_0.15 eAED_0.16 QI_0|0.66|0.25|0.75|1|1|4|0|134	CRv4_Au5_s12_g3839_t1
OG0003612	maker_Scaffold_431-snap-gene-0.26-mRNA-1 protein AED_0.29 eAED_0.30 QI_0|0.6|0.33|0.83|0|0.33|6|0|366	CRv4_Au5_s6_g13531_t1
OG0003613	maker_Scaffold_431-augustus-gene-0.24-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|1|0.9|1|0.88|0.9|10|0|464	CRv4_Au5_s13_g5012_t1
OG0003614	maker_Scaffold_12-augustus-gene-0.30-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|1|0.6|1|1|1|5|0|236	CRv4_Au5_s6_g13056_t1
OG0003615	maker_Scaffold_12-augustus-gene-0.31-mRNA-1 protein AED_0.15 eAED_0.15 QI_2|1|1|1|0.75|0.8|5|0|351	CRv4_Au5_s2_g9701_t1
OG0003616	maker_Scaffold_12-augustus-gene-0.34-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|1|0.66|1|1|1|3|0|277	CRv4_Au5_s12_g3942_t1
OG0003617	maker_Scaffold_445-augustus-gene-0.22-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.75|0.6|0.8|1|1|5|110|193	CRv4_Au5_s1_g2078_t1
OG0003618	maker_Scaffold_445-augustus-gene-0.26-mRNA-1 protein AED_0.11 eAED_0.12 QI_0|0.75|0.6|0.8|1|1|5|0|263	CRv4_Au5_s9_g15698_t1
OG0003619	genemark_Scaffold_396-abinit-gene-0.2-mRNA-1 protein AED_0.17 eAED_0.19 QI_0|0|0|0.73|1|1|23|0|1645	CRv4_Au5_s3_g10187_t1
OG0003620	maker_Scaffold_396-snap-gene-0.21-mRNA-1 protein AED_0.57 eAED_0.67 QI_0|0.33|0.5|0.75|0.33|0.75|4|0|185	CRv4_Au5_s7_g14423_t1
OG0003621	augustus_masked_Scaffold_1820-abinit-gene-0.1-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.75|0.4|0.8|1|1|5|0|266	CRv4_Au5_s3_g11010_t1
OG0003622	augustus_masked_Scaffold_563-abinit-gene-0.1-mRNA-1 protein AED_0.15 eAED_0.16 QI_0|0.88|0.84|0.94|1|1|19|0|743	CRv4_Au5_s12_g3180_t1
OG0003623	maker_Scaffold_998-augustus-gene-0.31-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.85|0.87|1|1|1|8|0|320	CRv4_Au5_s7_g14072_t1
OG0003624	maker_Scaffold_998-snap-gene-0.37-mRNA-1 protein AED_0.69 eAED_0.69 QI_0|0|0|0.4|1|1|5|0|313	CRv4_Au5_s26_g9992_t1
OG0003625	maker_Scaffold_998-snap-gene-0.42-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.81|0.75|1|0.81|0.75|12|0|479	CRv4_Au5_s7_g13732_t1
OG0003626	maker_Scaffold_998-snap-gene-0.43-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.83|0.85|0.85|0|0|7|0|244	CRv4_Au5_s7_g13733_t1
OG0003627	augustus_masked_Scaffold_2107-abinit-gene-0.3-mRNA-1 protein AED_0.07 eAED_0.07 QI_41|1|1|1|0.84|0.78|14|26|876	CRv4_Au5_s1_g1592_t1
OG0003628	maker_Scaffold_1479-snap-gene-0.25-mRNA-1 protein AED_0.11 eAED_0.11 QI_39|0.9|0.81|0.90|0.9|0.81|11|0|546	CRv4_Au5_s13_g4321_t1
OG0003629	genemark_Scaffold_1479-abinit-gene-0.4-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.63|0.55|0.9|1|1|20|0|797	CRv4_Au5_s16_g6558_t1
OG0003630	maker_Scaffold_1479-snap-gene-0.27-mRNA-1 protein AED_0.07 eAED_0.08 QI_0|0.75|0.4|1|0.75|0.8|5|0|240	CRv4_Au5_s13_g4378_t1
OG0003631	maker_Scaffold_1478-snap-gene-0.21-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|0.85|0.75|1|0.71|0.75|8|0|285	CRv4_Au5_s2_g8708_t1
OG0003632	maker_Scaffold_784-snap-gene-0.37-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|1|0.5|1|1|0.75|4|0|238	CRv4_Au5_s12_g2979_t1
OG0003633	maker_Scaffold_1237-augustus-gene-0.29-mRNA-1 protein AED_0.03 eAED_0.04 QI_0|0.66|0.5|1|1|1|4|0|273	CRv4_Au5_s3_g10433_t1
OG0003634	maker_Scaffold_1237-augustus-gene-0.28-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|1|0|1|1|1|2|0|118	CRv4_Au5_s6_g13567_t1
OG0003635	maker_Scaffold_1237-snap-gene-0.34-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|1|0.33|1|1|1|3|0|265	CRv4_Au5_s2_g8341_t1
OG0003636	maker_Scaffold_900-augustus-gene-0.33-mRNA-1 protein AED_0.05 eAED_0.08 QI_0|0.5|0.2|0.8|1|1|5|0|380	CRv4_Au5_s17_g7527_t1
OG0003637	maker_Scaffold_900-augustus-gene-0.32-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.9|1|1|1|10|0|401	CRv4_Au5_s4_g11606_t1
OG0003638	augustus_masked_Scaffold_797-abinit-gene-0.1-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0.5|0|0.66|1|1|3|0|94	CRv4_Au5_s10_g563_t1
OG0003639	maker_Scaffold_797-augustus-gene-0.34-mRNA-1 protein AED_0.09 eAED_0.10 QI_0|0.83|0.42|0.85|1|0.85|7|0|523	CRv4_Au5_s1_g2133_t1
OG0003640	maker_Scaffold_990-augustus-gene-0.36-mRNA-1 protein AED_0.07 eAED_0.09 QI_0|0.90|0.75|1|1|1|12|0|552	CRv4_Au5_s6_g13370_t1
OG0003641	maker_Scaffold_990-augustus-gene-0.40-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.85|0.75|0.87|1|1|8|0|240	CRv4_Au5_s17_g7530_t1
OG0003642	maker_Scaffold_601-augustus-gene-0.27-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0.53|0.42|0.64|1|1|14|0|636	CRv4_Au5_s8_g14908_t1
OG0003643	maker_Scaffold_601-augustus-gene-0.30-mRNA-1 protein AED_0.38 eAED_0.39 QI_0|0|0|0.30|1|1|13|0|653	CRv4_Au5_s1_g1038_t1
OG0003644	genemark_Scaffold_1515-abinit-gene-0.15-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0.5|0|0.8|1|1|5|0|263	CRv4_Au5_s10_g537_t1
OG0003645	maker_Scaffold_1515-augustus-gene-0.34-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|0.85|0.62|0.87|0.85|1|8|0|333	CRv4_Au5_s12_g2878_t1
OG0003646	maker_Scaffold_1515-augustus-gene-0.35-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|1|0.8|1|1|1|5|0|254	CRv4_Au5_s6_g13634_t1
OG0003647	maker_Scaffold_1515-augustus-gene-0.37-mRNA-1 protein AED_0.09 eAED_0.09 QI_45|1|0.5|1|1|1|2|0|100	CRv4_Au5_s2_g8390_t2
OG0003648	genemark_Scaffold_2199-abinit-gene-0.5-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.54|0.5|0.58|1|1|12|0|545	CRv4_Au5_s2_g8568_t1
OG0003649	genemark_Scaffold_1079-abinit-gene-0.8-mRNA-1 protein AED_0.16 eAED_0.16 QI_70|0.75|0.8|0.8|0.5|0.6|5|73|81	CRv4_Au5_s12_g4172_t1
OG0003650	genemark_Scaffold_1079-abinit-gene-0.7-mRNA-1 protein AED_0.37 eAED_0.37 QI_0|0.5|0|0.66|1|0.66|3|0|191	CRv4_Au5_s6_g13527_t1
OG0003651	maker_Scaffold_1079-snap-gene-0.24-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|0.42|0.12|0.75|0.57|0.37|8|0|753	CRv4_Au5_s12_g2919_t1
OG0003652	maker_Scaffold_1773-augustus-gene-0.24-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.81|1|0.8|0.72|11|0|524	CRv4_Au5_s7_g14442_t1
OG0003653	maker_Scaffold_1773-augustus-gene-0.23-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0.5|0.2|0.6|0.75|0.8|5|0|185	CRv4_Au5_s2_g8580_t1
OG0003654	genemark_Scaffold_1773-abinit-gene-0.7-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.5|0.14|0.85|1|1|7|0|497	CRv4_Au5_s3_g10576_t1
OG0003655	maker_Scaffold_1348-augustus-gene-0.25-mRNA-1 protein AED_0.14 eAED_0.15 QI_0|0.42|0.25|0.87|1|1|8|0|305	CRv4_Au5_s28_g10054_t1
OG0003656	augustus_masked_Scaffold_1365-abinit-gene-0.5-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.5|0|0.66|1|1|3|0|119	CRv4_Au5_s12_g3376_t1
OG0003657	maker_Scaffold_1365-augustus-gene-0.27-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|1|0.5|1|1|1|2|0|536	CRv4_Au5_s26_g9972_t1
OG0003658	maker_Scaffold_1711-augustus-gene-0.26-mRNA-1 protein AED_0.02 eAED_0.04 QI_0|1|0.5|1|1|1|2|0|154	CRv4_Au5_s1_g1349_t1
OG0003659	genemark_Scaffold_1711-abinit-gene-0.7-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|0.6|0.5|0.83|1|1|6|0|389	CRv4_Au5_s1_g1248_t1
OG0003660	maker_Scaffold_695-augustus-gene-0.24-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|0.83|0.73|0.89|1|0.94|19|0|649	CRv4_Au5_s9_g15211_t1
OG0003661	maker_Scaffold_364-augustus-gene-0.28-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|1|1|1|1|21|84|1104	CRv4_Au5_s6_g13173_t1
OG0003662	maker_Scaffold_1797-augustus-gene-0.25-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.55|0.5|0.9|1|1|10|0|563	CRv4_Au5_s8_g15116_t1
OG0003663	augustus_masked_Scaffold_1699-abinit-gene-0.0-mRNA-1 protein AED_0.22 eAED_0.22 QI_0|0.66|0.5|1|1|1|4|0|197	CRv4_Au5_s1_g1087_t1
OG0003664	genemark_Scaffold_1699-abinit-gene-0.3-mRNA-1 protein AED_0.32 eAED_0.35 QI_0|0.28|0.12|0.75|1|1|8|0|603	CRv4_Au5_s12_g4192_t1
OG0003665	genemark_Scaffold_763-abinit-gene-0.11-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.71|0.62|0.87|1|1|8|0|651	CRv4_Au5_s1_g1752_t1
OG0003666	genemark_Scaffold_763-abinit-gene-0.6-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.75|0.55|0.88|1|1|9|0|584	CRv4_Au5_s9_g15644_t1
OG0003667	snap_masked_Scaffold_763-abinit-gene-0.14-mRNA-1 protein AED_0.21 eAED_0.27 QI_0|0|0|1|1|1|2|0|241	CRv4_Au5_s1_g2068_t1
OG0003668	genemark_Scaffold_1589-abinit-gene-0.6-mRNA-1 protein AED_0.13 eAED_0.16 QI_0|0.52|0.5|0.91|1|1|24|0|1378	CRv4_Au5_s2_g8594_t1
OG0003669	maker_Scaffold_1267-augustus-gene-0.33-mRNA-1 protein AED_0.33 eAED_0.33 QI_0|0.66|0.42|0.71|1|1|7|0|316	CRv4_Au5_s12_g3565_t1
OG0003670	maker_Scaffold_1267-augustus-gene-0.34-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.5|0|1|1|1|3|0|241	CRv4_Au5_s2_g8450_t1
OG0003671	maker_Scaffold_1267-snap-gene-0.39-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.75|0.2|1|0.25|0.6|5|0|157	CRv4_Au5_s8_g14982_t1
OG0003672	genemark_Scaffold_2022-abinit-gene-0.4-mRNA-1 protein AED_0.08 eAED_0.10 QI_0|0.57|0.46|0.93|1|1|15|0|1117	CRv4_Au5_s16_g6791_t1
OG0003673	genemark_Scaffold_2022-abinit-gene-0.5-mRNA-1 protein AED_0.62 eAED_0.62 QI_0|0|0.1|0.3|1|1|10|0|342	CRv4_Au5_s2_g9733_t1
OG0003674	maker_Scaffold_1263-snap-gene-0.25-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|1|0.71|1|0.83|0.85|7|0|361	CRv4_Au5_s2_g9247_t1
OG0003675	genemark_Scaffold_1086-abinit-gene-0.3-mRNA-1 protein AED_0.26 eAED_0.26 QI_0|0.42|0.25|0.75|1|1|8|0|353	CRv4_Au5_s2_g9551_t1
OG0003676	maker_Scaffold_1193-augustus-gene-0.25-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0.8|0.33|1|1|1|6|0|307	CRv4_Au5_s17_g7132_t1
OG0003677	maker_Scaffold_1193-augustus-gene-0.26-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|1|1|1|1|0.8|5|0|172	CRv4_Au5_s2_g8436_t1
OG0003678	maker_Scaffold_1193-augustus-gene-0.28-mRNA-1 protein AED_0.11 eAED_0.12 QI_16|0.85|0.66|1|0.85|0.86|15|0|471	CRv4_Au5_s12_g2885_t1
OG0003679	maker_Scaffold_806-snap-gene-0.24-mRNA-1 protein AED_0.10 eAED_0.10 QI_31|0.8|0.5|1|0|0|6|0|410	CRv4_Au5_s2_g9007_t1
OG0003680	maker_Scaffold_806-snap-gene-0.26-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0.62|0.55|1|0.25|0.22|9|0|589	CRv4_Au5_s14_g5638_t1
OG0003681	maker_Scaffold_806-snap-gene-0.25-mRNA-1 protein AED_0.17 eAED_0.20 QI_0|0.72|0.58|1|0.27|0.33|12|0|588	CRv4_Au5_s29_g10090_t1
OG0003682	maker_Scaffold_139-augustus-gene-0.22-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.25|1|1|1|4|0|340	CRv4_Au5_s17_g6990_t1
OG0003683	maker_Scaffold_102-augustus-gene-0.31-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.71|1|1|1|7|0|481	CRv4_Au5_s1_g1568_t1
OG0003684	maker_Scaffold_102-augustus-gene-0.32-mRNA-1 protein AED_0.14 eAED_0.15 QI_0|0.4|0.16|0.83|0.8|0.83|6|0|261	CRv4_Au5_s3_g10982_t1
OG0003685	augustus_masked_Scaffold_539-abinit-gene-0.0-mRNA-1 protein AED_0.33 eAED_0.33 QI_0|0.85|0.87|0.87|1|1|8|0|282	CRv4_Au5_s16_g6541_t1
OG0003686	maker_Scaffold_1457-augustus-gene-0.24-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|1|0.71|1|1|1|7|0|324	CRv4_Au5_s14_g5442_t1
OG0003687	genemark_Scaffold_1457-abinit-gene-0.5-mRNA-1 protein AED_0.08 eAED_0.09 QI_0|0.62|0.33|0.88|1|0.88|9|0|1406	CRv4_Au5_s16_g6241_t1
OG0003688	maker_Scaffold_1568-augustus-gene-0.24-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.6|1|1|1|5|0|341	CRv4_Au5_s8_g15047_t1
OG0003689	maker_Scaffold_1568-snap-gene-0.25-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.8|0.68|0.93|0.86|0.81|16|0|1147	CRv4_Au5_s2_g8893_t1
OG0003690	genemark_Scaffold_1568-abinit-gene-0.6-mRNA-1 protein AED_0.31 eAED_0.33 QI_0|0|0|0.2|1|1|5|0|285	CRv4_Au5_s4_g11845_t1
OG0003691	maker_Scaffold_1703-augustus-gene-0.25-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|1|0.5|1|1|1|2|0|100	CRv4_Au5_s9_g15801_t1
OG0003692	maker_Scaffold_1703-snap-gene-0.29-mRNA-1 protein AED_0.15 eAED_0.20 QI_0|0.73|0.81|0.93|0.73|0.68|16|0|905	CRv4_Au5_s9_g15306_t1
OG0003693	maker_Scaffold_1635-snap-gene-0.30-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.33|1|1|0.66|3|0|296	CRv4_Au5_s14_g5728_t1
OG0003694	augustus_masked_Scaffold_1425-abinit-gene-0.2-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0|0|0.5|1|1|4|0|314	CRv4_Au5_s2_g9368_t1
OG0003695	maker_Scaffold_512-augustus-gene-0.15-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.81|0.70|1|0.93|0.82|17|0|842	CRv4_Au5_s3_g11341_t1
OG0003696	genemark_Scaffold_2156-abinit-gene-0.4-mRNA-1 protein AED_0.09 eAED_0.10 QI_0|0.71|0.5|0.75|1|1|8|0|396	CRv4_Au5_s16_g6231_t1
OG0003697	genemark_Scaffold_2156-abinit-gene-0.5-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0.75|0.53|0.84|1|1|13|0|633	CRv4_Au5_s6_g13391_t1
OG0003698	maker_Scaffold_754-augustus-gene-0.19-mRNA-1 protein AED_0.39 eAED_0.40 QI_6|0.16|0.05|0.21|0.94|1|19|0|983	CRv4_Au5_s3_g11182_t1
OG0003699	maker_Scaffold_2000-augustus-gene-0.35-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0|0|0.5|1|0.75|4|0|180	CRv4_Au5_s17_g7451_t1
OG0003700	maker_Scaffold_2000-augustus-gene-0.37-mRNA-1 protein AED_0.03 eAED_0.04 QI_0|0.5|0.28|1|1|1|7|0|310	CRv4_Au5_s14_g5235_t1
OG0003701	maker_Scaffold_1975-augustus-gene-0.26-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.66|1|1|1|3|0|153	CRv4_Au5_s1_g1756_t1
OG0003702	maker_Scaffold_115-augustus-gene-0.31-mRNA-1 protein AED_0.04 eAED_0.05 QI_0|1|0.8|1|0.88|0.9|10|0|406	CRv4_Au5_s6_g12994_t1
OG0003703	genemark_Scaffold_115-abinit-gene-0.8-mRNA-1 protein AED_0.33 eAED_0.33 QI_0|0.75|0.4|0.8|1|1|5|0|317	CRv4_Au5_s6_g13093_t1
OG0003704	augustus_masked_Scaffold_115-abinit-gene-0.2-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|0|0|0.2|1|1|5|0|98	CRv4_Au5_s10_g58_t1
OG0003705	genemark_Scaffold_1359-abinit-gene-0.9-mRNA-1 protein AED_0.63 eAED_0.63 QI_0|0|0|0.1|1|1|10|0|535	CRv4_Au5_s5_g12019_t1
OG0003706	maker_Scaffold_937-snap-gene-0.26-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|1|0|1|1|1|2|0|279	CRv4_Au5_s16_g6045_t1
OG0003707	maker_Scaffold_937-augustus-gene-0.23-mRNA-1 protein AED_0.16 eAED_0.16 QI_62|0.75|0.6|0.8|0.5|0.4|5|0|297	CRv4_Au5_s6_g12522_t1
OG0003708	genemark_Scaffold_1784-abinit-gene-0.2-mRNA-1 protein AED_0.26 eAED_0.26 QI_0|0|0|0.45|1|1|20|0|1308	CRv4_Au5_s8_g14913_t1
OG0003709	maker_Scaffold_1312-augustus-gene-0.32-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|1|1|1|1|1|5|159|376	CRv4_Au5_s1_g1425_t1
OG0003710	genemark_Scaffold_1312-abinit-gene-0.9-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|0.82|0.72|0.83|1|1|18|0|495	CRv4_Au5_s12_g3076_t1
OG0003711	maker_Scaffold_157-augustus-gene-0.34-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.71|0.5|0.87|0.71|0.87|8|0|415	CRv4_Au5_s1_g1368_t1
OG0003712	snap_masked_Scaffold_157-abinit-gene-0.16-mRNA-1 protein AED_0.38 eAED_0.38 QI_0|0|0|0.5|1|1|2|0|209	CRv4_Au5_s2_g8287_t1
OG0003713	maker_Scaffold_157-augustus-gene-0.37-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|1|0.66|1|1|1|3|0|294	CRv4_Au5_s3_g10817_t1
OG0003714	maker_Scaffold_157-augustus-gene-0.38-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.9|0.72|0.90|1|1|11|0|288	CRv4_Au5_s2_g9232_t1
OG0003715	maker_Scaffold_157-augustus-gene-0.35-mRNA-1 protein AED_0.25 eAED_0.26 QI_0|0.31|0.23|0.64|0.81|0.76|17|0|842	CRv4_Au5_s2_g9369_t1
OG0003716	genemark_Scaffold_572-abinit-gene-0.6-mRNA-1 protein AED_0.08 eAED_0.09 QI_0|0.27|0.16|0.91|1|1|12|0|1179	CRv4_Au5_s12_g3186_t1
OG0003717	maker_Scaffold_572-augustus-gene-0.24-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.85|0.62|0.87|1|1|8|0|479	CRv4_Au5_s10_g470_t1
OG0003718	augustus_masked_Scaffold_1787-abinit-gene-0.5-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0.54|0.41|0.58|1|1|12|0|643	CRv4_Au5_s13_g4311_t1
OG0003719	maker_Scaffold_1787-augustus-gene-0.30-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.75|0.4|0.8|1|1|5|0|178	CRv4_Au5_s3_g10920_t1
OG0003720	snap_masked_Scaffold_1787-abinit-gene-0.21-mRNA-1 protein AED_0.11 eAED_0.13 QI_0|0|0|1|1|1|2|0|232	CRv4_Au5_s12_g2900_t1
OG0003721	maker_Scaffold_1493-augustus-gene-0.35-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0.83|0.42|1|0.83|0.71|7|0|493	CRv4_Au5_s2_g8326_t1
OG0003722	maker_Scaffold_1493-augustus-gene-0.32-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|1|0.5|1|1|1|4|0|402	CRv4_Au5_s13_g4476_t1
OG0003723	genemark_Scaffold_1845-abinit-gene-0.4-mRNA-1 protein AED_0.19 eAED_0.20 QI_0|0|0|0.52|1|1|19|0|1152	CRv4_Au5_s13_g4532_t1
OG0003724	maker_Scaffold_810-augustus-gene-0.30-mRNA-1 protein AED_0.06 eAED_0.07 QI_0|0.75|0.4|0.8|1|1|5|0|172	CRv4_Au5_s12_g4206_t1
OG0003725	maker_Scaffold_810-augustus-gene-0.29-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|0|0|0.75|1|1|4|0|166	CRv4_Au5_s12_g4103_t1
OG0003726	maker_Scaffold_810-augustus-gene-0.28-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|1|1|1|1|7|0|287	CRv4_Au5_s4_g11671_t1
OG0003727	maker_Scaffold_50-augustus-gene-0.28-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.75|0.4|1|1|1|5|0|188	CRv4_Au5_s9_g15553_t1
OG0003728	maker_Scaffold_50-augustus-gene-0.29-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0.33|1|1|0.66|3|0|105	CRv4_Au5_s1_g2096_t1
OG0003729	maker_Scaffold_50-augustus-gene-0.30-mRNA-1 protein AED_0.33 eAED_0.33 QI_0|0.33|0.28|0.57|1|1|7|0|241	CRv4_Au5_s11_g2527_t1
OG0003730	augustus_masked_Scaffold_577-abinit-gene-0.3-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.75|0.66|0.88|0.87|0.77|9|263|264	CRv4_Au5_s4_g11854_t1
OG0003731	maker_Scaffold_577-augustus-gene-0.26-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.69|0.5|1|0.92|0.92|14|0|851	CRv4_Au5_s16_g6671_t1
OG0003732	maker_Scaffold_2127-augustus-gene-0.33-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.75|0.4|0.8|1|1|5|0|185	CRv4_Au5_s1_g1259_t1
OG0003733	maker_Scaffold_2127-augustus-gene-0.35-mRNA-1 protein AED_0.18 eAED_0.19 QI_0|0.62|0.55|0.77|0.87|0.88|9|0|481	CRv4_Au5_s16_g6415_t1
OG0003734	genemark_Scaffold_2127-abinit-gene-0.10-mRNA-1 protein AED_0.10 eAED_0.12 QI_0|0.4|0.16|0.83|1|1|6|0|540	CRv4_Au5_s15_g5789_t1
OG0003735	genemark_Scaffold_2127-abinit-gene-0.11-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.66|0.25|0.75|1|1|4|0|327	CRv4_Au5_s8_g14686_t1
OG0003736	maker_Scaffold_698-snap-gene-0.29-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|1|0.33|1|1|1|3|0|531	CRv4_Au5_s2_g8904_t1
OG0003737	genemark_Scaffold_698-abinit-gene-0.6-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|0.8|0.66|0.83|1|1|6|0|298	CRv4_Au5_s12_g3092_t1
