Orthogroup	creidhartii	Cvulgaris
OG0003919	CRv4_Au5_s8_g14714_t1	maker_Scaffold_150-augustus-gene-0.15-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.75|1|1|1|8|0|352
OG0003920	CRv4_Au5_s22_g9840_t1	genemark_Scaffold_2003-abinit-gene-0.4-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.85|0.8|0.93|1|1|15|0|459
OG0003921	CRv4_Au5_s19_g8083_t1	augustus_masked_Scaffold_2003-abinit-gene-0.1-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.83|0.71|0.85|1|1|7|0|208
OG0003922	CRv4_Au5_s10_g389_t1	augustus_masked_Scaffold_1781-abinit-gene-0.2-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.75|0.77|0.88|1|1|9|0|608
OG0003923	CRv4_Au5_s3_g10955_t1	genemark_Scaffold_1781-abinit-gene-0.3-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|0.75|0.4|1|1|1|5|0|363
OG0003924	CRv4_Au5_s12_g3006_t1	maker_Scaffold_908-augustus-gene-0.18-mRNA-1 protein AED_0.24 eAED_0.25 QI_0|0.62|0.44|0.66|1|1|9|0|342
OG0003925	CRv4_Au5_s1_g2307_t1	maker_Scaffold_1386-snap-gene-0.11-mRNA-1 protein AED_0.10 eAED_0.11 QI_0|0.75|0.4|1|0.75|0.8|5|0|357
OG0003926	CRv4_Au5_s7_g13928_t1	maker_Scaffold_1386-augustus-gene-0.10-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|1|0.8|1|0.75|0.8|5|0|149
OG0003927	CRv4_Au5_s17_g7831_t1	maker_Scaffold_1775-augustus-gene-0.12-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0.5|0.2|0.6|1|1|5|0|142
OG0003928	CRv4_Au5_s9_g15514_t1	genemark_Scaffold_3031-abinit-gene-0.2-mRNA-1 protein AED_0.18 eAED_0.26 QI_0|0|0|0.87|1|1|8|0|619
OG0003929	CRv4_Au5_s13_g4664_t1	augustus_masked_Scaffold_523-abinit-gene-0.2-mRNA-1 protein AED_0.01 eAED_0.01 QI_36|1|0.83|1|0.8|0.66|6|0|259
OG0003930	CRv4_Au5_s1_g1725_t1	maker_Scaffold_1708-augustus-gene-0.10-mRNA-1 protein AED_0.28 eAED_0.29 QI_0|0.25|0.15|0.76|0.91|1|13|0|801
OG0003931	CRv4_Au5_s17_g7113_t1	maker_Scaffold_498-augustus-gene-0.16-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|1|0.81|1|1|1|11|0|417
OG0003932	CRv4_Au5_s2_g8968_t1	augustus_masked_Scaffold_498-abinit-gene-0.2-mRNA-1 protein AED_0.35 eAED_0.35 QI_0|0|0|0.5|1|1|2|0|108
OG0003933	CRv4_Au5_s17_g7599_t1	maker_Scaffold_1444-augustus-gene-0.26-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|1|0.91|1|1|1|12|0|724
OG0003934	CRv4_Au5_s2_g9587_t1	maker_Scaffold_1444-augustus-gene-0.28-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|1|0.33|1|1|1|3|0|159
OG0003935	CRv4_Au5_s1_g1448_t1	genemark_Scaffold_530-abinit-gene-0.2-mRNA-1 protein AED_0.12 eAED_0.14 QI_0|0|0|0.64|1|1|14|0|985
OG0003936	CRv4_Au5_s9_g15250_t1	genemark_Scaffold_1794-abinit-gene-0.2-mRNA-1 protein AED_0.11 eAED_0.13 QI_0|0.76|0.64|0.92|1|1|14|0|654
OG0003937	CRv4_Au5_s1_g1389_t1	maker_Scaffold_891-augustus-gene-0.9-mRNA-1 protein AED_0.09 eAED_0.10 QI_0|0.88|0.83|0.94|0.94|0.88|18|0|634
OG0003938	CRv4_Au5_s12_g4083_t1	augustus_masked_Scaffold_826-abinit-gene-0.1-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|0.33|0.25|0.5|1|1|4|0|344
OG0003939	CRv4_Au5_s2_g8511_t1	maker_Scaffold_1429-augustus-gene-0.17-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0.88|0.7|0.9|1|1|10|0|332
OG0003940	CRv4_Au5_s2_g9034_t1	maker_Scaffold_776-augustus-gene-0.13-mRNA-1 protein AED_0.21 eAED_0.22 QI_45|0|0|0.66|0.5|1|3|0|171
OG0003941	CRv4_Au5_s15_g5929_t1	maker_Scaffold_2793-augustus-gene-0.18-mRNA-1 protein AED_0.05 eAED_0.05 QI_8|1|1|1|1|1|7|0|295
OG0003942	CRv4_Au5_s3_g10580_t1	genemark_Scaffold_2465-abinit-gene-0.6-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|0|0|1|1|1|2|0|102
OG0003943	CRv4_Au5_s17_g7358_t1	maker_Scaffold_842-snap-gene-0.14-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|0.75|0.6|1|1|0.8|5|0|638
OG0003944	CRv4_Au5_s12_g4215_t1	genemark_Scaffold_822-abinit-gene-0.6-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|1|0.6|1|1|1|5|0|237
OG0003945	CRv4_Au5_s10_g84_t1	maker_Scaffold_1295-snap-gene-0.7-mRNA-1 protein AED_0.06 eAED_0.17 QI_0|0.85|0.66|1|0.14|0.26|15|0|661
OG0003946	CRv4_Au5_s6_g12536_t1	maker_Scaffold_1284-augustus-gene-0.10-mRNA-1 protein AED_0.20 eAED_0.22 QI_0|0.42|0.25|0.87|1|1|8|0|326
OG0003947	CRv4_Au5_s13_g4753_t1	genemark_Scaffold_1910-abinit-gene-0.7-mRNA-1 protein AED_0.12 eAED_0.18 QI_0|0.8|0.33|1|1|1|6|0|595
OG0003948	CRv4_Au5_s2_g9512_t1	genemark_Scaffold_1910-abinit-gene-0.4-mRNA-1 protein AED_0.26 eAED_0.30 QI_0|0|0|0.4|1|1|5|0|210
OG0003949	CRv4_Au5_s8_g15164_t1	augustus_masked_Scaffold_1910-abinit-gene-0.1-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0.33|0.5|0.5|1|1|4|0|86
OG0003950	CRv4_Au5_s13_g4831_t1	maker_Scaffold_275-augustus-gene-0.21-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|1|0.85|1|1|1|7|0|311
OG0003951	CRv4_Au5_s2_g8784_t1	maker_Scaffold_275-augustus-gene-0.22-mRNA-1 protein AED_0.22 eAED_0.22 QI_0|0.85|0.62|0.87|1|1|8|0|291
OG0003952	CRv4_Au5_s1_g2185_t1	maker_Scaffold_546-augustus-gene-0.13-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.88|0.7|1|1|1|10|0|374
OG0003953	CRv4_Au5_s6_g13328_t1	genemark_Scaffold_1945-abinit-gene-0.3-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.66|0.25|0.75|1|1|4|0|219
OG0003954	CRv4_Au5_s7_g14201_t1	maker_Scaffold_1530-augustus-gene-0.17-mRNA-1 protein AED_0.13 eAED_0.14 QI_0|0|0|1|1|1|4|0|407
OG0003955	CRv4_Au5_s12_g3624_t1	maker_Scaffold_152-augustus-gene-0.20-mRNA-1 protein AED_0.09 eAED_0.13 QI_0|0.8|0.63|1|0.3|0.18|11|0|348
OG0003956	CRv4_Au5_s2_g9396_t1	maker_Scaffold_2104-snap-gene-0.16-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.5|0|1|0.5|0.4|5|0|234
OG0003957	CRv4_Au5_s17_g7728_t1	maker_Scaffold_2104-augustus-gene-0.15-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.66|0.57|0.71|1|1|7|0|274
OG0003958	CRv4_Au5_s10_g481_t1	maker_Scaffold_2632-augustus-gene-0.14-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|1|1|1|1|1|2|0|93
OG0003959	CRv4_Au5_s1_g1553_t1	maker_Scaffold_1976-snap-gene-0.16-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|1|0|1|1|1|2|0|118
OG0003960	CRv4_Au5_s12_g3080_t1	maker_Scaffold_912-snap-gene-0.8-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0.6|0.33|1|0.6|0.5|6|0|342
OG0003961	CRv4_Au5_s13_g5079_t1	maker_Scaffold_2198-augustus-gene-0.13-mRNA-1 protein AED_0.20 eAED_0.21 QI_9|0.6|0.16|1|0.8|0.83|6|0|278
OG0003962	CRv4_Au5_s6_g12594_t1	maker_Scaffold_121-snap-gene-0.11-mRNA-1 protein AED_0.32 eAED_0.32 QI_0|0.55|0.4|0.9|0.77|0.6|10|0|397
OG0003963	CRv4_Au5_s13_g4628_t1	maker_Scaffold_1827-augustus-gene-0.16-mRNA-1 protein AED_0.07 eAED_0.08 QI_0|1|0.6|1|1|1|5|0|208
OG0003964	CRv4_Au5_s6_g13305_t1	maker_Scaffold_1827-augustus-gene-0.17-mRNA-1 protein AED_0.18 eAED_0.19 QI_0|1|0.6|1|1|1|5|0|316
OG0003965	CRv4_Au5_s2_g8521_t1	maker_Scaffold_1818-augustus-gene-0.14-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|1|0.66|1|1|1|3|0|215
OG0003966	CRv4_Au5_s2_g8536_t1	genemark_Scaffold_1818-abinit-gene-0.5-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0.66|0.25|0.75|1|1|4|0|384
OG0003967	CRv4_Au5_s17_g7637_t1	genemark_Scaffold_284-abinit-gene-0.1-mRNA-1 protein AED_0.20 eAED_0.21 QI_0|0.09|0|0.41|1|1|12|0|1129
OG0003968	CRv4_Au5_s6_g12603_t1	maker_Scaffold_854-augustus-gene-0.17-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.85|0.62|0.87|1|1|8|0|310
OG0003969	CRv4_Au5_s6_g12688_t1	maker_Scaffold_854-snap-gene-0.21-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|1|0.5|1|1|1|4|0|271
OG0003970	CRv4_Au5_s11_g2691_t1	maker_Scaffold_2265-augustus-gene-0.18-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.66|0.5|1|0.66|0.25|4|0|180
OG0003971	CRv4_Au5_s12_g4080_t1	maker_Scaffold_2265-augustus-gene-0.19-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.66|1|1|1|6|0|249
OG0003972	CRv4_Au5_s14_g5563_t1	augustus_masked_Scaffold_2265-abinit-gene-0.0-mRNA-1 protein AED_0.46 eAED_0.47 QI_0|0|0|0.25|1|1|4|0|253
OG0003973	CRv4_Au5_s2_g9099_t1	maker_Scaffold_440-augustus-gene-0.16-mRNA-1 protein AED_0.09 eAED_0.10 QI_0|0.8|0.66|0.83|1|1|6|0|718
OG0003974	CRv4_Au5_s17_g7623_t1	genemark_Scaffold_440-abinit-gene-0.3-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.6|0.33|0.83|1|1|6|0|393
OG0003975	CRv4_Au5_s4_g11600_t1	maker_Scaffold_2482-augustus-gene-0.11-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.77|0.5|1|0.66|0.8|10|0|353
OG0003976	CRv4_Au5_s22_g9797_t1	maker_Scaffold_1700-augustus-gene-0.18-mRNA-1 protein AED_0.42 eAED_0.42 QI_0|0.25|0|0.4|0.75|0.8|5|0|264
OG0003977	CRv4_Au5_s1_g1520_t1	genemark_Scaffold_1758-abinit-gene-0.4-mRNA-1 protein AED_0.35 eAED_0.35 QI_0|0|0|0.25|1|1|4|0|162
OG0003978	CRv4_Au5_s12_g3234_t1	maker_Scaffold_1778-augustus-gene-0.22-mRNA-1 protein AED_0.29 eAED_0.30 QI_0|0.25|0.11|0.33|1|1|9|0|489
OG0003979	CRv4_Au5_s9_g15592_t1	snap_masked_Scaffold_392-abinit-gene-0.1-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|-1|0|1|-1|1|1|0|272
OG0003980	CRv4_Au5_s12_g4234_t1	maker_Scaffold_889-snap-gene-0.24-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|1|0.87|1|1|1|8|0|365
OG0003981	CRv4_Au5_s3_g10456_t1	genemark_Scaffold_889-abinit-gene-0.7-mRNA-1 protein AED_0.22 eAED_0.39 QI_0|0|0|0.57|1|1|7|0|423
OG0003982	CRv4_Au5_s12_g3561_t1	genemark_Scaffold_2254-abinit-gene-0.6-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|0|0|0.33|1|1|3|0|252
OG0003983	CRv4_Au5_s1_g2057_t1	maker_Scaffold_2565-augustus-gene-0.12-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.78|0.66|0.86|1|1|15|0|714
OG0003984	CRv4_Au5_s12_g3451_t1	maker_Scaffold_1769-augustus-gene-0.11-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|1|0.8|1|1|1|10|173|602
OG0003985	CRv4_Au5_s20_g8246_t1	maker_Scaffold_541-snap-gene-0.17-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0.5|1|1|0.75|4|0|267
OG0003986	CRv4_Au5_s3_g11236_t1	genemark_Scaffold_541-abinit-gene-0.5-mRNA-1 protein AED_0.06 eAED_0.10 QI_0|0|0|1|1|1|4|0|418
OG0003987	CRv4_Au5_s2_g8882_t1	maker_Scaffold_541-snap-gene-0.20-mRNA-1 protein AED_0.28 eAED_0.28 QI_0|1|0|1|1|1|2|0|189
OG0003988	CRv4_Au5_s3_g10771_t1	maker_Scaffold_2286-augustus-gene-0.19-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.6|1|1|1|5|0|254
OG0003989	CRv4_Au5_s17_g7876_t1	maker_Scaffold_457-snap-gene-0.17-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.33|0|1|0.66|0.75|4|0|276
OG0003990	CRv4_Au5_s2_g9261_t1	augustus_masked_Scaffold_1501-abinit-gene-0.0-mRNA-1 protein AED_0.39 eAED_0.40 QI_0|0|0|0.4|1|1|5|0|329
OG0003991	CRv4_Au5_s2_g8763_t1	maker_Scaffold_1501-snap-gene-0.18-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|0.33|0|1|0.33|0.5|4|0|556
OG0003992	CRv4_Au5_s32_g11412_t1	maker_Scaffold_866-snap-gene-0.17-mRNA-1 protein AED_0.12 eAED_0.13 QI_92|0.5|0.42|1|0.5|0.28|7|0|541
OG0003993	CRv4_Au5_s8_g15044_t1	genemark_Scaffold_866-abinit-gene-0.5-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.66|0.25|0.75|1|1|4|0|448
OG0003994	CRv4_Au5_s3_g10420_t1	augustus_masked_Scaffold_1095-abinit-gene-0.2-mRNA-1 protein AED_0.08 eAED_0.13 QI_0|1|0.33|1|1|1|6|0|543
OG0003995	CRv4_Au5_s12_g4048_t1	maker_Scaffold_1074-augustus-gene-0.21-mRNA-1 protein AED_0.24 eAED_0.27 QI_0|0.4|0.16|0.66|0.6|0.5|6|0|291
OG0003996	CRv4_Au5_s27_g10039_t1	genemark_Scaffold_1074-abinit-gene-0.2-mRNA-1 protein AED_0.26 eAED_0.29 QI_0|0|0|1|1|1|3|0|252
OG0003997	CRv4_Au5_s5_g11983_t1	genemark_Scaffold_2362-abinit-gene-0.3-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|1|0.75|1|1|1|8|0|340
OG0003998	CRv4_Au5_s23_g9898_t1	maker_Scaffold_2362-augustus-gene-0.20-mRNA-1 protein AED_0.34 eAED_0.34 QI_0|0|0|0.25|1|0.75|4|0|182
OG0003999	CRv4_Au5_s1_g1543_t1	maker_Scaffold_1844-snap-gene-0.22-mRNA-1 protein AED_0.09 eAED_0.10 QI_0|0.85|0.62|1|0.85|0.87|8|0|389
OG0004000	CRv4_Au5_s16_g6458_t1	maker_Scaffold_1844-snap-gene-0.23-mRNA-1 protein AED_0.08 eAED_0.09 QI_0|0.8|0.5|1|0.4|0.5|6|0|355
OG0004001	CRv4_Au5_s2_g8579_t1	genemark_Scaffold_1844-abinit-gene-0.5-mRNA-1 protein AED_0.16 eAED_0.23 QI_0|0|0|0.4|1|1|5|0|367
OG0004002	CRv4_Au5_s59_g12358_t1	maker_Scaffold_2758-snap-gene-0.16-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|1|0.8|1|1|1|5|0|234
OG0004003	CRv4_Au5_s6_g13228_t1	maker_Scaffold_1275-augustus-gene-0.18-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|0.33|1|0.5|0.66|3|0|191
OG0004004	CRv4_Au5_s12_g2812_t1	maker_Scaffold_2352-augustus-gene-0.10-mRNA-1 protein AED_0.27 eAED_0.27 QI_0|0.6|0.33|0.66|1|1|6|0|493
OG0004005	CRv4_Au5_s1_g1823_t1	maker_Scaffold_2030-augustus-gene-0.15-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|1|0.6|1|1|1|5|0|378
OG0004006	CRv4_Au5_s6_g13036_t1	maker_Scaffold_2030-augustus-gene-0.16-mRNA-1 protein AED_0.29 eAED_0.30 QI_0|0.66|0.25|0.75|1|1|4|0|262
OG0004007	CRv4_Au5_s10_g373_t1	maker_Scaffold_514-snap-gene-0.24-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.66|0.5|1|1|1|4|0|287
OG0004008	CRv4_Au5_s12_g3782_t1	maker_Scaffold_514-snap-gene-0.23-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.87|0.77|1|0.75|0.77|9|0|578
OG0004009	CRv4_Au5_s5_g12061_t1	maker_Scaffold_624-augustus-gene-0.17-mRNA-1 protein AED_0.11 eAED_0.13 QI_0|0.63|0.58|0.75|1|1|12|0|821
OG0004010	CRv4_Au5_s6_g13235_t1	maker_Scaffold_624-augustus-gene-0.18-mRNA-1 protein AED_0.20 eAED_0.21 QI_0|0.33|0|0.57|0.83|0.85|7|0|254
OG0004011	CRv4_Au5_s8_g14771_t1	maker_Scaffold_1235-augustus-gene-0.12-mRNA-1 protein AED_0.30 eAED_0.31 QI_0|0.66|0.25|0.75|1|1|4|0|126
OG0004012	CRv4_Au5_s3_g11167_t1	maker_Scaffold_1235-augustus-gene-0.13-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|0.83|1|1|1|6|0|233
OG0004013	CRv4_Au5_s16_g6476_t1	maker_Scaffold_1667-augustus-gene-0.23-mRNA-1 protein AED_0.27 eAED_0.27 QI_0|0.4|0.36|0.54|1|1|11|0|407
OG0004014	CRv4_Au5_s19_g8104_t1	genemark_Scaffold_1494-abinit-gene-0.4-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.8|0.5|0.83|1|1|6|0|284
OG0004015	CRv4_Au5_s8_g14936_t1	genemark_Scaffold_1494-abinit-gene-0.5-mRNA-1 protein AED_0.15 eAED_0.16 QI_0|0|0|0.8|1|1|5|0|585
OG0004016	CRv4_Au5_s12_g3927_t1	maker_Scaffold_1197-snap-gene-0.19-mRNA-1 protein AED_0.16 eAED_0.18 QI_0|0.5|0.4|1|0.75|0.6|5|0|744
OG0004017	CRv4_Au5_s7_g13748_t1	maker_Scaffold_820-augustus-gene-0.10-mRNA-1 protein AED_0.38 eAED_0.38 QI_0|0|0.16|0.16|1|1|6|62|190
OG0004018	CRv4_Au5_s2_g8288_t1	maker_Scaffold_903-augustus-gene-0.16-mRNA-1 protein AED_0.47 eAED_0.47 QI_0|0.08|0|0.15|0.91|0.92|13|0|759
OG0004019	CRv4_Au5_s7_g14269_t1	maker_Scaffold_2296-augustus-gene-0.10-mRNA-1 protein AED_0.10 eAED_0.16 QI_63|0.5|0.71|0.85|0.66|0.71|7|0|242
OG0004020	CRv4_Au5_s15_g5781_t1	maker_Scaffold_2174-augustus-gene-0.19-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|1|0|1|1|0.5|2|0|157
OG0004021	CRv4_Au5_s1_g1984_t1	maker_Scaffold_1822-augustus-gene-0.12-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.83|0.57|0.85|1|1|7|0|482
OG0004022	CRv4_Au5_s65_g13656_t1	augustus_masked_Scaffold_2483-abinit-gene-0.0-mRNA-1 protein AED_0.29 eAED_0.33 QI_0|0.3|0.45|0.72|1|1|11|0|852
OG0004023	CRv4_Au5_s13_g4638_t1	maker_Scaffold_1158-snap-gene-0.16-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0.72|0.58|0.75|0.45|0.5|12|0|690
OG0004024	CRv4_Au5_s7_g14498_t1	genemark_Scaffold_1026-abinit-gene-0.7-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.71|0.37|0.75|1|1|8|0|392
OG0004025	CRv4_Au5_s6_g12431_t1	maker_Scaffold_1026-augustus-gene-0.14-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|1|0.33|1|1|0.66|3|0|170
OG0004026	CRv4_Au5_s16_g6733_t1	maker_Scaffold_1364-augustus-gene-0.12-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|0.81|0.91|1|0.90|0.83|12|0|649
OG0004027	CRv4_Au5_s17_g7349_t1	maker_Scaffold_1205-snap-gene-0.16-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.66|0.25|0.75|1|0.75|4|0|265
OG0004028	CRv4_Au5_s11_g2591_t1	maker_Scaffold_1759-augustus-gene-0.18-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0.66|1|1|1|3|0|208
OG0004029	CRv4_Au5_s12_g3249_t1	maker_Scaffold_1759-augustus-gene-0.19-mRNA-1 protein AED_0.44 eAED_0.44 QI_0|0.25|0.15|0.38|0.91|0.84|13|73|736
OG0004030	CRv4_Au5_s7_g13817_t1	maker_Scaffold_1156-augustus-gene-0.22-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.6|1|1|1|5|0|261
OG0004031	CRv4_Au5_s6_g13387_t1	maker_Scaffold_2554-snap-gene-0.18-mRNA-1 protein AED_0.05 eAED_0.09 QI_0|0.75|0.4|1|0.75|0.8|5|0|443
OG0004032	CRv4_Au5_s6_g12610_t1	maker_Scaffold_2554-augustus-gene-0.17-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.83|1|1|1|6|0|288
OG0004033	CRv4_Au5_s7_g13951_t1	maker_Scaffold_1433-snap-gene-0.15-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|0.55|0.1|0.9|0.66|0.6|10|0|1026
OG0004034	CRv4_Au5_s8_g14669_t1	maker_Scaffold_1283-snap-gene-0.12-mRNA-1 protein AED_0.24 eAED_0.24 QI_0|0.83|0.76|1|0.83|0.84|13|0|450
OG0004035	CRv4_Au5_s3_g10316_t1	maker_Scaffold_2123-augustus-gene-0.11-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|0.87|1|1|1|8|11|444
OG0004036	CRv4_Au5_s6_g13293_t1	genemark_Scaffold_2123-abinit-gene-0.2-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0.5|0.2|1|1|1|5|0|221
OG0004037	CRv4_Au5_s16_g6873_t1	maker_Scaffold_1795-augustus-gene-0.16-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.66|0.5|0.8|0.77|0.9|10|0|945
OG0004038	CRv4_Au5_s7_g13825_t1	genemark_Scaffold_1795-abinit-gene-0.2-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.57|0.5|0.75|1|1|8|0|223
OG0004039	CRv4_Au5_s12_g3872_t1	augustus_masked_Scaffold_742-abinit-gene-0.6-mRNA-1 protein AED_0.02 eAED_0.03 QI_0|1|0|1|1|1|2|0|133
OG0004040	CRv4_Au5_s9_g15579_t1	genemark_Scaffold_742-abinit-gene-0.11-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.5|0.2|0.6|1|1|5|0|149
OG0004041	CRv4_Au5_s16_g6893_t1	maker_Scaffold_742-augustus-gene-0.27-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.66|0.5|1|1|1|4|0|324
OG0004042	CRv4_Au5_s7_g13853_t1	augustus_masked_Scaffold_1642-abinit-gene-0.1-mRNA-1 protein AED_0.11 eAED_0.12 QI_0|0.5|0.2|0.8|1|1|5|0|243
OG0004043	CRv4_Au5_s1_g1460_t1	genemark_Scaffold_444-abinit-gene-0.6-mRNA-1 protein AED_0.11 eAED_0.15 QI_0|0|0|0.66|1|1|6|0|462
OG0004044	CRv4_Au5_s11_g2592_t1	maker_Scaffold_2733-augustus-gene-0.15-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|0.8|0.83|1|0.6|0.5|6|0|202
OG0004045	CRv4_Au5_s9_g15203_t1	genemark_Scaffold_2733-abinit-gene-0.5-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0|0|0.28|1|1|7|0|350
OG0004046	CRv4_Au5_s12_g3289_t1	genemark_Scaffold_1402-abinit-gene-0.4-mRNA-1 protein AED_0.26 eAED_0.26 QI_7|0.83|0.71|1|1|1|7|0|376
OG0004047	CRv4_Au5_s3_g11033_t1	maker_Scaffold_1056-augustus-gene-0.13-mRNA-1 protein AED_0.24 eAED_0.25 QI_0|0.2|0|0.33|0.8|0.83|6|0|302
OG0004048	CRv4_Au5_s10_g66_t1	maker_Scaffold_1616-augustus-gene-0.18-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0|1|1|1|2|0|108
OG0004049	CRv4_Au5_s8_g15110_t1	maker_Scaffold_1616-augustus-gene-0.19-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.66|0.5|0.75|1|1|4|0|83
OG0004050	CRv4_Au5_s6_g13413_t1	genemark_Scaffold_1181-abinit-gene-0.4-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.8|0.5|1|1|1|6|0|488
OG0004051	CRv4_Au5_s3_g10800_t1	genemark_Scaffold_1181-abinit-gene-0.5-mRNA-1 protein AED_0.13 eAED_0.15 QI_0|0.55|0.5|0.9|1|1|10|0|593
OG0004052	CRv4_Au5_s13_g4449_t1	maker_Scaffold_1181-snap-gene-0.23-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.77|1|1|0.88|9|0|265
OG0004053	CRv4_Au5_s14_g5371_t1	genemark_Scaffold_2011-abinit-gene-0.4-mRNA-1 protein AED_0.33 eAED_0.33 QI_0|0.44|0.2|0.5|1|1|10|0|701
OG0004054	CRv4_Au5_s3_g10287_t1	maker_Scaffold_267-augustus-gene-0.16-mRNA-1 protein AED_0.00 eAED_0.01 QI_0|1|0|1|1|1|2|0|247
OG0004055	CRv4_Au5_s10_g756_t1	maker_Scaffold_267-snap-gene-0.19-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.75|1|1|1|8|0|475
OG0004056	CRv4_Au5_s2_g9322_t1	genemark_Scaffold_298-abinit-gene-0.2-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.33|0.25|0.5|1|1|4|0|160
OG0004057	CRv4_Au5_s16_g6863_t1	maker_Scaffold_2399-augustus-gene-0.20-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|1|0|1|1|1|2|0|95
OG0004058	CRv4_Au5_s1_g2255_t1	maker_Scaffold_2399-augustus-gene-0.21-mRNA-1 protein AED_0.07 eAED_0.08 QI_0|0.8|0.5|1|1|1|6|0|456
OG0004059	CRv4_Au5_s16_g6088_t1	augustus_masked_Scaffold_736-abinit-gene-0.2-mRNA-1 protein AED_0.19 eAED_0.20 QI_0|0.81|0.66|0.91|1|1|12|0|510
OG0004060	CRv4_Au5_s6_g12911_t1	genemark_Scaffold_736-abinit-gene-0.3-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.8|0.66|1|1|1|6|157|372
